city	code	candidate	n
Abancourt	59001	Le Pen	91
Abancourt	59001	Macron	85
Abancourt	59001	Mélenchon	37
Abancourt	59001	Zemmour	35
Abancourt	59001	Pécresse	18
Abancourt	59001	Roussel	9
Abancourt	59001	Lassalle	9
Abancourt	59001	Dupont-Aignan	9
Abancourt	59001	Jadot	7
Abancourt	59001	Hidalgo	5
Abancourt	59001	Poutou	2
Abancourt	59001	Arthaud	0
Abscon	59002	Le Pen	1019
Abscon	59002	Macron	374
Abscon	59002	Mélenchon	319
Abscon	59002	Zemmour	103
Abscon	59002	Roussel	90
Abscon	59002	Jadot	42
Abscon	59002	Pécresse	35
Abscon	59002	Dupont-Aignan	28
Abscon	59002	Lassalle	20
Abscon	59002	Poutou	18
Abscon	59002	Arthaud	15
Abscon	59002	Hidalgo	15
Aibes	59003	Le Pen	82
Aibes	59003	Macron	38
Aibes	59003	Mélenchon	26
Aibes	59003	Zemmour	19
Aibes	59003	Dupont-Aignan	14
Aibes	59003	Lassalle	7
Aibes	59003	Jadot	6
Aibes	59003	Pécresse	5
Aibes	59003	Hidalgo	3
Aibes	59003	Arthaud	0
Aibes	59003	Roussel	0
Aibes	59003	Poutou	0
Aix	59004	Macron	302
Aix	59004	Le Pen	199
Aix	59004	Mélenchon	94
Aix	59004	Pécresse	65
Aix	59004	Zemmour	51
Aix	59004	Jadot	27
Aix	59004	Roussel	20
Aix	59004	Lassalle	18
Aix	59004	Dupont-Aignan	14
Aix	59004	Hidalgo	4
Aix	59004	Poutou	3
Aix	59004	Arthaud	2
Allennes-les-Marais	59005	Le Pen	661
Allennes-les-Marais	59005	Macron	639
Allennes-les-Marais	59005	Mélenchon	351
Allennes-les-Marais	59005	Zemmour	147
Allennes-les-Marais	59005	Roussel	114
Allennes-les-Marais	59005	Jadot	98
Allennes-les-Marais	59005	Pécresse	67
Allennes-les-Marais	59005	Lassalle	53
Allennes-les-Marais	59005	Dupont-Aignan	46
Allennes-les-Marais	59005	Hidalgo	40
Allennes-les-Marais	59005	Arthaud	16
Allennes-les-Marais	59005	Poutou	14
Amfroipret	59006	Le Pen	54
Amfroipret	59006	Macron	37
Amfroipret	59006	Mélenchon	18
Amfroipret	59006	Lassalle	7
Amfroipret	59006	Zemmour	7
Amfroipret	59006	Pécresse	5
Amfroipret	59006	Roussel	2
Amfroipret	59006	Jadot	2
Amfroipret	59006	Dupont-Aignan	2
Amfroipret	59006	Arthaud	1
Amfroipret	59006	Hidalgo	1
Amfroipret	59006	Poutou	1
Anhiers	59007	Le Pen	233
Anhiers	59007	Mélenchon	84
Anhiers	59007	Macron	74
Anhiers	59007	Zemmour	34
Anhiers	59007	Roussel	27
Anhiers	59007	Pécresse	14
Anhiers	59007	Jadot	11
Anhiers	59007	Hidalgo	8
Anhiers	59007	Dupont-Aignan	7
Anhiers	59007	Lassalle	5
Anhiers	59007	Arthaud	4
Anhiers	59007	Poutou	0
Aniche	59008	Le Pen	2017
Aniche	59008	Mélenchon	941
Aniche	59008	Macron	666
Aniche	59008	Roussel	331
Aniche	59008	Zemmour	177
Aniche	59008	Dupont-Aignan	75
Aniche	59008	Pécresse	68
Aniche	59008	Jadot	65
Aniche	59008	Lassalle	56
Aniche	59008	Hidalgo	56
Aniche	59008	Arthaud	40
Aniche	59008	Poutou	27
Anneux	59010	Le Pen	60
Anneux	59010	Macron	49
Anneux	59010	Mélenchon	19
Anneux	59010	Roussel	5
Anneux	59010	Pécresse	5
Anneux	59010	Lassalle	4
Anneux	59010	Zemmour	3
Anneux	59010	Arthaud	1
Anneux	59010	Jadot	1
Anneux	59010	Dupont-Aignan	1
Anneux	59010	Hidalgo	0
Anneux	59010	Poutou	0
Annoeullin	59011	Le Pen	1725
Annoeullin	59011	Macron	1549
Annoeullin	59011	Mélenchon	843
Annoeullin	59011	Zemmour	312
Annoeullin	59011	Jadot	215
Annoeullin	59011	Roussel	165
Annoeullin	59011	Pécresse	161
Annoeullin	59011	Hidalgo	122
Annoeullin	59011	Dupont-Aignan	97
Annoeullin	59011	Lassalle	85
Annoeullin	59011	Poutou	30
Annoeullin	59011	Arthaud	26
Anor	59012	Le Pen	648
Anor	59012	Macron	290
Anor	59012	Mélenchon	273
Anor	59012	Zemmour	100
Anor	59012	Roussel	44
Anor	59012	Jadot	35
Anor	59012	Pécresse	35
Anor	59012	Lassalle	29
Anor	59012	Dupont-Aignan	23
Anor	59012	Hidalgo	18
Anor	59012	Poutou	13
Anor	59012	Arthaud	7
Anstaing	59013	Macron	337
Anstaing	59013	Mélenchon	198
Anstaing	59013	Le Pen	189
Anstaing	59013	Jadot	53
Anstaing	59013	Roussel	50
Anstaing	59013	Pécresse	39
Anstaing	59013	Zemmour	30
Anstaing	59013	Hidalgo	20
Anstaing	59013	Dupont-Aignan	20
Anstaing	59013	Lassalle	16
Anstaing	59013	Poutou	9
Anstaing	59013	Arthaud	7
Anzin	59014	Le Pen	2170
Anzin	59014	Mélenchon	1241
Anzin	59014	Macron	884
Anzin	59014	Roussel	504
Anzin	59014	Zemmour	260
Anzin	59014	Jadot	88
Anzin	59014	Lassalle	66
Anzin	59014	Pécresse	66
Anzin	59014	Hidalgo	45
Anzin	59014	Dupont-Aignan	45
Anzin	59014	Arthaud	21
Anzin	59014	Poutou	20
Arleux	59015	Le Pen	799
Arleux	59015	Macron	367
Arleux	59015	Mélenchon	215
Arleux	59015	Zemmour	113
Arleux	59015	Roussel	110
Arleux	59015	Pécresse	52
Arleux	59015	Jadot	34
Arleux	59015	Dupont-Aignan	33
Arleux	59015	Lassalle	24
Arleux	59015	Hidalgo	24
Arleux	59015	Poutou	11
Arleux	59015	Arthaud	10
Armbouts-Cappel	59016	Le Pen	520
Armbouts-Cappel	59016	Macron	389
Armbouts-Cappel	59016	Mélenchon	231
Armbouts-Cappel	59016	Zemmour	71
Armbouts-Cappel	59016	Roussel	38
Armbouts-Cappel	59016	Jadot	36
Armbouts-Cappel	59016	Pécresse	36
Armbouts-Cappel	59016	Dupont-Aignan	31
Armbouts-Cappel	59016	Lassalle	29
Armbouts-Cappel	59016	Hidalgo	20
Armbouts-Cappel	59016	Arthaud	16
Armbouts-Cappel	59016	Poutou	8
Armentières	59017	Le Pen	3193
Armentières	59017	Mélenchon	2808
Armentières	59017	Macron	2551
Armentières	59017	Zemmour	621
Armentières	59017	Roussel	449
Armentières	59017	Jadot	352
Armentières	59017	Hidalgo	284
Armentières	59017	Pécresse	275
Armentières	59017	Lassalle	177
Armentières	59017	Dupont-Aignan	176
Armentières	59017	Poutou	88
Armentières	59017	Arthaud	85
Arnèke	59018	Le Pen	296
Arnèke	59018	Macron	248
Arnèke	59018	Mélenchon	126
Arnèke	59018	Pécresse	60
Arnèke	59018	Zemmour	44
Arnèke	59018	Lassalle	23
Arnèke	59018	Roussel	22
Arnèke	59018	Dupont-Aignan	19
Arnèke	59018	Jadot	15
Arnèke	59018	Hidalgo	14
Arnèke	59018	Arthaud	11
Arnèke	59018	Poutou	6
Artres	59019	Le Pen	179
Artres	59019	Macron	170
Artres	59019	Mélenchon	72
Artres	59019	Zemmour	41
Artres	59019	Roussel	32
Artres	59019	Jadot	26
Artres	59019	Lassalle	16
Artres	59019	Pécresse	12
Artres	59019	Dupont-Aignan	12
Artres	59019	Arthaud	6
Artres	59019	Hidalgo	4
Artres	59019	Poutou	4
Assevent	59021	Le Pen	394
Assevent	59021	Macron	202
Assevent	59021	Mélenchon	174
Assevent	59021	Zemmour	50
Assevent	59021	Roussel	28
Assevent	59021	Dupont-Aignan	22
Assevent	59021	Pécresse	20
Assevent	59021	Lassalle	18
Assevent	59021	Hidalgo	11
Assevent	59021	Jadot	11
Assevent	59021	Arthaud	7
Assevent	59021	Poutou	4
Attiches	59022	Macron	474
Attiches	59022	Le Pen	379
Attiches	59022	Mélenchon	218
Attiches	59022	Zemmour	104
Attiches	59022	Jadot	74
Attiches	59022	Pécresse	57
Attiches	59022	Roussel	52
Attiches	59022	Lassalle	25
Attiches	59022	Dupont-Aignan	25
Attiches	59022	Hidalgo	20
Attiches	59022	Poutou	9
Attiches	59022	Arthaud	6
Aubencheul-au-Bac	59023	Le Pen	132
Aubencheul-au-Bac	59023	Macron	78
Aubencheul-au-Bac	59023	Mélenchon	45
Aubencheul-au-Bac	59023	Zemmour	32
Aubencheul-au-Bac	59023	Pécresse	11
Aubencheul-au-Bac	59023	Dupont-Aignan	9
Aubencheul-au-Bac	59023	Roussel	7
Aubencheul-au-Bac	59023	Lassalle	7
Aubencheul-au-Bac	59023	Jadot	6
Aubencheul-au-Bac	59023	Arthaud	3
Aubencheul-au-Bac	59023	Hidalgo	3
Aubencheul-au-Bac	59023	Poutou	2
Auberchicourt	59024	Le Pen	965
Auberchicourt	59024	Macron	477
Auberchicourt	59024	Mélenchon	429
Auberchicourt	59024	Zemmour	121
Auberchicourt	59024	Roussel	98
Auberchicourt	59024	Jadot	58
Auberchicourt	59024	Pécresse	50
Auberchicourt	59024	Dupont-Aignan	39
Auberchicourt	59024	Lassalle	36
Auberchicourt	59024	Hidalgo	28
Auberchicourt	59024	Arthaud	14
Auberchicourt	59024	Poutou	9
Aubers	59025	Macron	422
Aubers	59025	Le Pen	270
Aubers	59025	Mélenchon	140
Aubers	59025	Zemmour	93
Aubers	59025	Jadot	66
Aubers	59025	Pécresse	65
Aubers	59025	Roussel	32
Aubers	59025	Dupont-Aignan	28
Aubers	59025	Lassalle	26
Aubers	59025	Hidalgo	25
Aubers	59025	Poutou	7
Aubers	59025	Arthaud	2
Aubigny-au-Bac	59026	Le Pen	349
Aubigny-au-Bac	59026	Macron	125
Aubigny-au-Bac	59026	Mélenchon	83
Aubigny-au-Bac	59026	Zemmour	40
Aubigny-au-Bac	59026	Lassalle	23
Aubigny-au-Bac	59026	Jadot	14
Aubigny-au-Bac	59026	Roussel	13
Aubigny-au-Bac	59026	Dupont-Aignan	12
Aubigny-au-Bac	59026	Pécresse	10
Aubigny-au-Bac	59026	Hidalgo	7
Aubigny-au-Bac	59026	Poutou	5
Aubigny-au-Bac	59026	Arthaud	2
Aubry-du-Hainaut	59027	Macron	344
Aubry-du-Hainaut	59027	Le Pen	276
Aubry-du-Hainaut	59027	Mélenchon	111
Aubry-du-Hainaut	59027	Roussel	81
Aubry-du-Hainaut	59027	Zemmour	81
Aubry-du-Hainaut	59027	Jadot	30
Aubry-du-Hainaut	59027	Pécresse	26
Aubry-du-Hainaut	59027	Lassalle	15
Aubry-du-Hainaut	59027	Dupont-Aignan	14
Aubry-du-Hainaut	59027	Hidalgo	10
Aubry-du-Hainaut	59027	Arthaud	8
Aubry-du-Hainaut	59027	Poutou	4
Auby	59028	Le Pen	1374
Auby	59028	Mélenchon	1153
Auby	59028	Macron	483
Auby	59028	Roussel	161
Auby	59028	Zemmour	136
Auby	59028	Lassalle	45
Auby	59028	Jadot	39
Auby	59028	Hidalgo	35
Auby	59028	Dupont-Aignan	34
Auby	59028	Pécresse	30
Auby	59028	Arthaud	26
Auby	59028	Poutou	23
Auchy-lez-Orchies	59029	Macron	299
Auchy-lez-Orchies	59029	Le Pen	206
Auchy-lez-Orchies	59029	Mélenchon	121
Auchy-lez-Orchies	59029	Pécresse	61
Auchy-lez-Orchies	59029	Zemmour	58
Auchy-lez-Orchies	59029	Jadot	38
Auchy-lez-Orchies	59029	Roussel	22
Auchy-lez-Orchies	59029	Lassalle	17
Auchy-lez-Orchies	59029	Dupont-Aignan	14
Auchy-lez-Orchies	59029	Hidalgo	13
Auchy-lez-Orchies	59029	Arthaud	6
Auchy-lez-Orchies	59029	Poutou	3
Audignies	59031	Le Pen	92
Audignies	59031	Macron	42
Audignies	59031	Zemmour	26
Audignies	59031	Mélenchon	22
Audignies	59031	Pécresse	16
Audignies	59031	Lassalle	9
Audignies	59031	Dupont-Aignan	5
Audignies	59031	Jadot	4
Audignies	59031	Roussel	3
Audignies	59031	Hidalgo	3
Audignies	59031	Poutou	2
Audignies	59031	Arthaud	0
Aulnoy-lez-Valenciennes	59032	Le Pen	1128
Aulnoy-lez-Valenciennes	59032	Macron	687
Aulnoy-lez-Valenciennes	59032	Mélenchon	637
Aulnoy-lez-Valenciennes	59032	Roussel	181
Aulnoy-lez-Valenciennes	59032	Zemmour	163
Aulnoy-lez-Valenciennes	59032	Hidalgo	76
Aulnoy-lez-Valenciennes	59032	Pécresse	71
Aulnoy-lez-Valenciennes	59032	Jadot	67
Aulnoy-lez-Valenciennes	59032	Dupont-Aignan	54
Aulnoy-lez-Valenciennes	59032	Lassalle	50
Aulnoy-lez-Valenciennes	59032	Arthaud	29
Aulnoy-lez-Valenciennes	59032	Poutou	18
Aulnoye-Aymeries	59033	Le Pen	1604
Aulnoye-Aymeries	59033	Mélenchon	914
Aulnoye-Aymeries	59033	Macron	731
Aulnoye-Aymeries	59033	Roussel	491
Aulnoye-Aymeries	59033	Zemmour	217
Aulnoye-Aymeries	59033	Jadot	67
Aulnoye-Aymeries	59033	Dupont-Aignan	63
Aulnoye-Aymeries	59033	Lassalle	61
Aulnoye-Aymeries	59033	Pécresse	61
Aulnoye-Aymeries	59033	Poutou	34
Aulnoye-Aymeries	59033	Hidalgo	28
Aulnoye-Aymeries	59033	Arthaud	26
Avelin	59034	Macron	744
Avelin	59034	Le Pen	440
Avelin	59034	Mélenchon	179
Avelin	59034	Zemmour	109
Avelin	59034	Pécresse	89
Avelin	59034	Jadot	84
Avelin	59034	Roussel	47
Avelin	59034	Lassalle	30
Avelin	59034	Dupont-Aignan	29
Avelin	59034	Hidalgo	26
Avelin	59034	Poutou	7
Avelin	59034	Arthaud	6
Avesnelles	59035	Le Pen	458
Avesnelles	59035	Macron	308
Avesnelles	59035	Mélenchon	191
Avesnelles	59035	Zemmour	70
Avesnelles	59035	Pécresse	53
Avesnelles	59035	Roussel	51
Avesnelles	59035	Dupont-Aignan	33
Avesnelles	59035	Jadot	32
Avesnelles	59035	Lassalle	30
Avesnelles	59035	Poutou	15
Avesnelles	59035	Hidalgo	13
Avesnelles	59035	Arthaud	7
Avesnes-le-Sec	59038	Le Pen	375
Avesnes-le-Sec	59038	Macron	171
Avesnes-le-Sec	59038	Mélenchon	91
Avesnes-le-Sec	59038	Roussel	52
Avesnes-le-Sec	59038	Zemmour	49
Avesnes-le-Sec	59038	Pécresse	28
Avesnes-le-Sec	59038	Dupont-Aignan	18
Avesnes-le-Sec	59038	Jadot	17
Avesnes-le-Sec	59038	Lassalle	16
Avesnes-le-Sec	59038	Hidalgo	7
Avesnes-le-Sec	59038	Arthaud	2
Avesnes-le-Sec	59038	Poutou	2
Avesnes-les-Aubert	59037	Le Pen	890
Avesnes-les-Aubert	59037	Mélenchon	294
Avesnes-les-Aubert	59037	Macron	268
Avesnes-les-Aubert	59037	Roussel	241
Avesnes-les-Aubert	59037	Zemmour	92
Avesnes-les-Aubert	59037	Pécresse	43
Avesnes-les-Aubert	59037	Dupont-Aignan	33
Avesnes-les-Aubert	59037	Lassalle	24
Avesnes-les-Aubert	59037	Jadot	19
Avesnes-les-Aubert	59037	Hidalgo	17
Avesnes-les-Aubert	59037	Arthaud	11
Avesnes-les-Aubert	59037	Poutou	8
Avesnes-sur-Helpe	59036	Le Pen	584
Avesnes-sur-Helpe	59036	Macron	440
Avesnes-sur-Helpe	59036	Mélenchon	375
Avesnes-sur-Helpe	59036	Zemmour	105
Avesnes-sur-Helpe	59036	Roussel	70
Avesnes-sur-Helpe	59036	Pécresse	60
Avesnes-sur-Helpe	59036	Jadot	40
Avesnes-sur-Helpe	59036	Lassalle	35
Avesnes-sur-Helpe	59036	Dupont-Aignan	24
Avesnes-sur-Helpe	59036	Hidalgo	19
Avesnes-sur-Helpe	59036	Arthaud	13
Avesnes-sur-Helpe	59036	Poutou	12
Awoingt	59039	Le Pen	175
Awoingt	59039	Macron	144
Awoingt	59039	Mélenchon	58
Awoingt	59039	Zemmour	42
Awoingt	59039	Jadot	24
Awoingt	59039	Pécresse	17
Awoingt	59039	Roussel	13
Awoingt	59039	Hidalgo	12
Awoingt	59039	Lassalle	11
Awoingt	59039	Dupont-Aignan	11
Awoingt	59039	Poutou	2
Awoingt	59039	Arthaud	0
Bachant	59041	Le Pen	550
Bachant	59041	Mélenchon	237
Bachant	59041	Macron	161
Bachant	59041	Roussel	131
Bachant	59041	Zemmour	57
Bachant	59041	Lassalle	20
Bachant	59041	Dupont-Aignan	19
Bachant	59041	Pécresse	17
Bachant	59041	Jadot	15
Bachant	59041	Arthaud	13
Bachant	59041	Hidalgo	6
Bachant	59041	Poutou	6
Bachy	59042	Macron	425
Bachy	59042	Le Pen	249
Bachy	59042	Mélenchon	168
Bachy	59042	Jadot	77
Bachy	59042	Zemmour	74
Bachy	59042	Pécresse	37
Bachy	59042	Lassalle	29
Bachy	59042	Roussel	26
Bachy	59042	Dupont-Aignan	20
Bachy	59042	Hidalgo	9
Bachy	59042	Poutou	8
Bachy	59042	Arthaud	6
Bailleul	59043	Le Pen	2479
Bailleul	59043	Macron	2318
Bailleul	59043	Mélenchon	1331
Bailleul	59043	Zemmour	456
Bailleul	59043	Jadot	310
Bailleul	59043	Pécresse	286
Bailleul	59043	Lassalle	211
Bailleul	59043	Roussel	204
Bailleul	59043	Hidalgo	151
Bailleul	59043	Dupont-Aignan	132
Bailleul	59043	Poutou	74
Bailleul	59043	Arthaud	44
Baisieux	59044	Macron	1129
Baisieux	59044	Le Pen	692
Baisieux	59044	Mélenchon	456
Baisieux	59044	Zemmour	170
Baisieux	59044	Jadot	143
Baisieux	59044	Pécresse	114
Baisieux	59044	Roussel	87
Baisieux	59044	Hidalgo	58
Baisieux	59044	Lassalle	51
Baisieux	59044	Dupont-Aignan	46
Baisieux	59044	Poutou	11
Baisieux	59044	Arthaud	10
Baives	59045	Le Pen	22
Baives	59045	Macron	17
Baives	59045	Zemmour	4
Baives	59045	Lassalle	3
Baives	59045	Roussel	2
Baives	59045	Mélenchon	2
Baives	59045	Jadot	2
Baives	59045	Pécresse	2
Baives	59045	Dupont-Aignan	2
Baives	59045	Poutou	1
Baives	59045	Arthaud	0
Baives	59045	Hidalgo	0
Bambecque	59046	Le Pen	159
Bambecque	59046	Macron	107
Bambecque	59046	Mélenchon	58
Bambecque	59046	Pécresse	23
Bambecque	59046	Zemmour	21
Bambecque	59046	Jadot	15
Bambecque	59046	Hidalgo	10
Bambecque	59046	Lassalle	8
Bambecque	59046	Poutou	7
Bambecque	59046	Dupont-Aignan	7
Bambecque	59046	Arthaud	4
Bambecque	59046	Roussel	3
Banteux	59047	Le Pen	89
Banteux	59047	Macron	31
Banteux	59047	Mélenchon	20
Banteux	59047	Lassalle	18
Banteux	59047	Pécresse	10
Banteux	59047	Zemmour	7
Banteux	59047	Dupont-Aignan	7
Banteux	59047	Jadot	4
Banteux	59047	Poutou	3
Banteux	59047	Arthaud	2
Banteux	59047	Roussel	2
Banteux	59047	Hidalgo	0
Bantigny	59048	Le Pen	126
Bantigny	59048	Macron	66
Bantigny	59048	Mélenchon	33
Bantigny	59048	Zemmour	14
Bantigny	59048	Jadot	13
Bantigny	59048	Pécresse	12
Bantigny	59048	Roussel	9
Bantigny	59048	Hidalgo	9
Bantigny	59048	Lassalle	8
Bantigny	59048	Dupont-Aignan	5
Bantigny	59048	Poutou	3
Bantigny	59048	Arthaud	0
Bantouzelle	59049	Le Pen	88
Bantouzelle	59049	Macron	42
Bantouzelle	59049	Mélenchon	36
Bantouzelle	59049	Zemmour	19
Bantouzelle	59049	Pécresse	10
Bantouzelle	59049	Lassalle	7
Bantouzelle	59049	Roussel	6
Bantouzelle	59049	Arthaud	4
Bantouzelle	59049	Hidalgo	3
Bantouzelle	59049	Dupont-Aignan	3
Bantouzelle	59049	Jadot	1
Bantouzelle	59049	Poutou	0
Bas-Lieu	59050	Le Pen	69
Bas-Lieu	59050	Macron	61
Bas-Lieu	59050	Mélenchon	21
Bas-Lieu	59050	Pécresse	13
Bas-Lieu	59050	Zemmour	7
Bas-Lieu	59050	Lassalle	6
Bas-Lieu	59050	Jadot	6
Bas-Lieu	59050	Arthaud	3
Bas-Lieu	59050	Hidalgo	3
Bas-Lieu	59050	Dupont-Aignan	2
Bas-Lieu	59050	Roussel	1
Bas-Lieu	59050	Poutou	0
Bauvin	59052	Le Pen	1170
Bauvin	59052	Macron	621
Bauvin	59052	Mélenchon	522
Bauvin	59052	Zemmour	124
Bauvin	59052	Jadot	96
Bauvin	59052	Roussel	95
Bauvin	59052	Pécresse	77
Bauvin	59052	Lassalle	58
Bauvin	59052	Dupont-Aignan	54
Bauvin	59052	Hidalgo	34
Bauvin	59052	Poutou	29
Bauvin	59052	Arthaud	26
Bavay	59053	Le Pen	616
Bavay	59053	Macron	406
Bavay	59053	Mélenchon	222
Bavay	59053	Zemmour	137
Bavay	59053	Pécresse	70
Bavay	59053	Lassalle	35
Bavay	59053	Roussel	34
Bavay	59053	Jadot	28
Bavay	59053	Dupont-Aignan	23
Bavay	59053	Hidalgo	16
Bavay	59053	Poutou	11
Bavay	59053	Arthaud	7
Bavinchove	59054	Le Pen	226
Bavinchove	59054	Macron	188
Bavinchove	59054	Mélenchon	81
Bavinchove	59054	Dupont-Aignan	22
Bavinchove	59054	Zemmour	17
Bavinchove	59054	Pécresse	16
Bavinchove	59054	Roussel	13
Bavinchove	59054	Jadot	13
Bavinchove	59054	Lassalle	10
Bavinchove	59054	Hidalgo	10
Bavinchove	59054	Arthaud	7
Bavinchove	59054	Poutou	3
Bazuel	59055	Le Pen	136
Bazuel	59055	Macron	76
Bazuel	59055	Mélenchon	25
Bazuel	59055	Zemmour	19
Bazuel	59055	Pécresse	10
Bazuel	59055	Roussel	8
Bazuel	59055	Lassalle	8
Bazuel	59055	Arthaud	4
Bazuel	59055	Dupont-Aignan	4
Bazuel	59055	Jadot	2
Bazuel	59055	Hidalgo	1
Bazuel	59055	Poutou	0
Beaucamps-Ligny	59056	Macron	271
Beaucamps-Ligny	59056	Le Pen	104
Beaucamps-Ligny	59056	Mélenchon	76
Beaucamps-Ligny	59056	Zemmour	46
Beaucamps-Ligny	59056	Pécresse	43
Beaucamps-Ligny	59056	Jadot	42
Beaucamps-Ligny	59056	Dupont-Aignan	12
Beaucamps-Ligny	59056	Lassalle	10
Beaucamps-Ligny	59056	Roussel	5
Beaucamps-Ligny	59056	Hidalgo	4
Beaucamps-Ligny	59056	Poutou	4
Beaucamps-Ligny	59056	Arthaud	2
Beaudignies	59057	Le Pen	122
Beaudignies	59057	Macron	88
Beaudignies	59057	Mélenchon	49
Beaudignies	59057	Zemmour	30
Beaudignies	59057	Roussel	16
Beaudignies	59057	Lassalle	16
Beaudignies	59057	Jadot	15
Beaudignies	59057	Pécresse	15
Beaudignies	59057	Dupont-Aignan	6
Beaudignies	59057	Hidalgo	3
Beaudignies	59057	Arthaud	2
Beaudignies	59057	Poutou	2
Beaufort	59058	Le Pen	243
Beaufort	59058	Macron	137
Beaufort	59058	Mélenchon	41
Beaufort	59058	Zemmour	38
Beaufort	59058	Pécresse	28
Beaufort	59058	Lassalle	20
Beaufort	59058	Dupont-Aignan	17
Beaufort	59058	Jadot	13
Beaufort	59058	Roussel	7
Beaufort	59058	Hidalgo	5
Beaufort	59058	Arthaud	3
Beaufort	59058	Poutou	3
Beaumont-en-Cambrésis	59059	Le Pen	131
Beaumont-en-Cambrésis	59059	Macron	45
Beaumont-en-Cambrésis	59059	Mélenchon	35
Beaumont-en-Cambrésis	59059	Zemmour	14
Beaumont-en-Cambrésis	59059	Pécresse	13
Beaumont-en-Cambrésis	59059	Dupont-Aignan	12
Beaumont-en-Cambrésis	59059	Roussel	8
Beaumont-en-Cambrésis	59059	Jadot	8
Beaumont-en-Cambrésis	59059	Lassalle	5
Beaumont-en-Cambrésis	59059	Hidalgo	3
Beaumont-en-Cambrésis	59059	Poutou	2
Beaumont-en-Cambrésis	59059	Arthaud	1
Beaurain	59060	Le Pen	72
Beaurain	59060	Macron	37
Beaurain	59060	Mélenchon	14
Beaurain	59060	Zemmour	12
Beaurain	59060	Lassalle	8
Beaurain	59060	Dupont-Aignan	4
Beaurain	59060	Pécresse	3
Beaurain	59060	Arthaud	2
Beaurain	59060	Roussel	2
Beaurain	59060	Poutou	1
Beaurain	59060	Hidalgo	0
Beaurain	59060	Jadot	0
Beaurepaire-sur-Sambre	59061	Le Pen	49
Beaurepaire-sur-Sambre	59061	Macron	31
Beaurepaire-sur-Sambre	59061	Zemmour	14
Beaurepaire-sur-Sambre	59061	Mélenchon	12
Beaurepaire-sur-Sambre	59061	Pécresse	5
Beaurepaire-sur-Sambre	59061	Dupont-Aignan	5
Beaurepaire-sur-Sambre	59061	Roussel	2
Beaurepaire-sur-Sambre	59061	Hidalgo	2
Beaurepaire-sur-Sambre	59061	Arthaud	1
Beaurepaire-sur-Sambre	59061	Jadot	1
Beaurepaire-sur-Sambre	59061	Lassalle	0
Beaurepaire-sur-Sambre	59061	Poutou	0
Beaurieux	59062	Le Pen	28
Beaurieux	59062	Macron	26
Beaurieux	59062	Mélenchon	10
Beaurieux	59062	Zemmour	5
Beaurieux	59062	Jadot	4
Beaurieux	59062	Arthaud	3
Beaurieux	59062	Pécresse	3
Beaurieux	59062	Dupont-Aignan	3
Beaurieux	59062	Roussel	2
Beaurieux	59062	Lassalle	1
Beaurieux	59062	Hidalgo	0
Beaurieux	59062	Poutou	0
Beauvois-en-Cambrésis	59063	Le Pen	463
Beauvois-en-Cambrésis	59063	Macron	229
Beauvois-en-Cambrésis	59063	Mélenchon	164
Beauvois-en-Cambrésis	59063	Zemmour	52
Beauvois-en-Cambrésis	59063	Roussel	44
Beauvois-en-Cambrésis	59063	Lassalle	34
Beauvois-en-Cambrésis	59063	Pécresse	25
Beauvois-en-Cambrésis	59063	Jadot	21
Beauvois-en-Cambrésis	59063	Dupont-Aignan	17
Beauvois-en-Cambrésis	59063	Hidalgo	10
Beauvois-en-Cambrésis	59063	Arthaud	8
Beauvois-en-Cambrésis	59063	Poutou	8
Bellaing	59064	Le Pen	272
Bellaing	59064	Macron	181
Bellaing	59064	Mélenchon	126
Bellaing	59064	Roussel	39
Bellaing	59064	Zemmour	39
Bellaing	59064	Pécresse	26
Bellaing	59064	Lassalle	19
Bellaing	59064	Jadot	19
Bellaing	59064	Dupont-Aignan	18
Bellaing	59064	Hidalgo	7
Bellaing	59064	Arthaud	4
Bellaing	59064	Poutou	3
Bellignies	59065	Le Pen	167
Bellignies	59065	Macron	115
Bellignies	59065	Mélenchon	72
Bellignies	59065	Zemmour	26
Bellignies	59065	Roussel	19
Bellignies	59065	Pécresse	17
Bellignies	59065	Jadot	8
Bellignies	59065	Lassalle	6
Bellignies	59065	Dupont-Aignan	6
Bellignies	59065	Arthaud	4
Bellignies	59065	Hidalgo	2
Bellignies	59065	Poutou	2
Bergues	59067	Le Pen	621
Bergues	59067	Macron	582
Bergues	59067	Mélenchon	262
Bergues	59067	Zemmour	108
Bergues	59067	Pécresse	79
Bergues	59067	Jadot	63
Bergues	59067	Lassalle	49
Bergues	59067	Roussel	30
Bergues	59067	Dupont-Aignan	30
Bergues	59067	Hidalgo	24
Bergues	59067	Poutou	18
Bergues	59067	Arthaud	10
Berlaimont	59068	Le Pen	607
Berlaimont	59068	Macron	360
Berlaimont	59068	Mélenchon	249
Berlaimont	59068	Zemmour	91
Berlaimont	59068	Roussel	84
Berlaimont	59068	Pécresse	58
Berlaimont	59068	Lassalle	30
Berlaimont	59068	Jadot	29
Berlaimont	59068	Dupont-Aignan	27
Berlaimont	59068	Hidalgo	19
Berlaimont	59068	Arthaud	8
Berlaimont	59068	Poutou	5
Bermerain	59069	Le Pen	197
Bermerain	59069	Macron	123
Bermerain	59069	Mélenchon	72
Bermerain	59069	Roussel	23
Bermerain	59069	Zemmour	16
