city	code	ins	abs
Cappelle-en-Pévèle	59129	1798	379
Cappelle-la-Grande	59131	6463	1720
Carnin	59133	833	122
Carnières	59132	760	151
Cartignies	59134	854	198
Cassel	59135	1707	407
Catillon-sur-Sambre	59137	591	133
Cattenières	59138	518	113
Caudry	59139	9707	3232
Caullery	59140	366	97
Cauroir	59141	462	100
Caëstre	59120	1508	306
Cerfontaine	59142	533	155
Chemy	59145	636	106
Choisies	59147	50	11
Château-l'Abbaye	59144	656	137
Chéreng	59146	2540	440
Clairfayts	59148	245	82
Clary	59149	836	207
Cobrieux	59150	458	72
Colleret	59151	1206	353
Comines	59152	9744	3206
Condé-sur-l'Escaut	59153	6025	2342
Coudekerque-Branche	59155	16013	4602
Courchelettes	59156	2126	512
Cousolre	59157	1443	416
Coutiches	59158	2446	451
Craywick	59159	485	64
Crespin	59160	2966	1022
Crochte	59162	544	119
Croix	59163	13940	3597
Croix-Caluyau	59164	220	60
Crèvecoeur-sur-l'Escaut	59161	563	141
Cuincy	59165	4992	1262
Curgies	59166	1047	224
Cuvillers	59167	149	31
Cysoing	59168	3961	881
Damousies	59169	162	35
Dechy	59170	3584	1068
Dehéries	59171	36	7
Denain	59172	11556	4310
Deûlémont	59173	1501	353
Dimechaux	59174	246	60
Dimont	59175	242	51
Doignies	59176	267	40
Dompierre-sur-Helpe	59177	655	182
Don	59670	1044	200
Douai	59178	26358	9128
Douchy-les-Mines	59179	6994	2179
Dourlers	59181	411	84
Drincham	59182	196	31
Dunkerque	59183	61444	18663
Ebblinghem	59184	511	123
Ecaillon	59185	1404	412
Eccles	59186	64	15
Eclaibes	59187	237	44
Ecuélin	59188	103	28
Eecke	59189	996	208
Elesmes	59190	738	135
Elincourt	59191	458	108
Emerchicourt	59192	670	151
Emmerin	59193	2457	548
Englefontaine	59194	1009	260
Englos	59195	480	84
Ennetières-en-Weppes	59196	1081	213
Ennevelin	59197	1891	355
Eppe-Sauvage	59198	149	49
Erchin	59199	569	121
Eringhem	59200	376	81
Erquinghem-Lys	59202	3955	1000
Erquinghem-le-Sec	59201	452	66
Erre	59203	1142	232
Escarmain	59204	379	64
Escaudain	59205	6149	2104
Escaudoeuvres	59206	2326	653
Escautpont	59207	3199	1012
Escobecques	59208	254	24
Esnes	59209	501	126
Esquelbecq	59210	1699	344
Esquerchin	59211	625	116
Estaires	59212	5236	1413
Estourmel	59213	360	55
Estreux	59215	763	135
Estrun	59219	547	99
Estrées	59214	861	156
Eswars	59216	294	59
Eth	59217	266	50
Etroeungt	59218	975	293
Faches-Thumesnil	59220	12224	3322
Famars	59221	1794	453
Faumont	59222	1825	385
Feignies	59225	4554	1399
Felleries	59226	927	224
Fenain	59227	4138	1184
Ferrière-la-Grande	59230	3743	1122
Ferrière-la-Petite	59231	776	207
Flaumont-Waudrechies	59233	270	73
Flers-en-Escrebieux	59234	3599	962
Flesquières	59236	199	43
Flines-lez-Raches	59239	4466	1166
Flines-lès-Mortagne	59238	1235	395
Floursies	59240	107	16
Floyon	59241	378	122
Flêtre	59237	733	159
Fontaine-Notre-Dame	59244	1346	312
Fontaine-au-Bois	59242	520	78
Fontaine-au-Pire	59243	774	163
Forest-en-Cambrésis	59246	410	95
Forest-sur-Marque	59247	1272	272
Fourmies	59249	8516	3079
Fournes-en-Weppes	59250	1801	400
Frasnoy	59251	273	57
Frelinghien	59252	2042	448
Fresnes-sur-Escaut	59253	4690	1438
Fressain	59254	677	127
Fressies	59255	438	77
Fretin	59256	2487	534
Fromelles	59257	859	145
Féchain	59224	1250	345
Férin	59228	1147	204
Féron	59229	429	87
Genech	59258	1928	364
Ghissignies	59259	414	80
Ghyvelde	59260	3329	771
Glageon	59261	1103	295
Godewaersvelde	59262	1549	326
Goeulzin	59263	908	236
Gognies-Chaussée	59264	558	203
Gommegnies	59265	1777	414
Gondecourt	59266	3338	760
Gonnelieu	59267	230	50
Gouzeaucourt	59269	1131	326
Grand-Fayt	59270	374	90
Grand-Fort-Philippe	59272	4117	1234
Grande-Synthe	59271	14398	5089
Gravelines	59273	9080	2501
Gruson	59275	1052	170
Guesnain	59276	3376	806
Gussignies	59277	176	49
Hallennes-lez-Haubourdin	59278	3380	771
Halluin	59279	14979	4665
Hamel	59280	638	139
Hantay	59281	892	172
Hardifort	59282	328	59
Hargnies	59283	452	89
Hasnon	59284	3124	804
Haspres	59285	2044	573
Haubourdin	59286	9704	2772
Haucourt-en-Cambrésis	59287	157	29
Haulchin	59288	1670	416
Haussy	59289	1140	331
Haut-Lieu	59290	299	63
Hautmont	59291	9507	3700
Haveluy	59292	2257	584
Haverskerque	59293	1120	285
Haynecourt	59294	257	38
Hazebrouck	59295	16769	4796
Hecq	59296	301	76
Hem	59299	13885	3795
Hem-Lenglet	59300	415	77
Hergnies	59301	3338	1044
Herlies	59303	1842	388
Herrin	59304	332	60
Herzeele	59305	1243	230
Hestrud	59306	187	60
Holque	59307	722	181
Hon-Hergies	59310	470	108
Hondeghem	59308	757	121
Hondschoote	59309	3035	950
Honnechy	59311	371	94
Honnecourt-sur-Escaut	59312	517	137
Hordain	59313	1131	242
Hornaing	59314	2805	779
Houdain-lez-Bavay	59315	657	197
Houplin-Ancoisne	59316	2692	589
Houplines	59317	5809	1813
Houtkerque	59318	707	137
Hoymille	59319	2744	662
Hélesmes	59297	1435	347
Hérin	59302	2907	772
Illies	59320	1135	208
Inchy	59321	522	155
Iwuy	59322	2445	649
Jenlain	59323	909	196
Jeumont	59324	6590	2607
Jolimetz	59325	724	138
Killem	59326	789	160
La Bassée	59051	4491	1303
La Chapelle-d'Armentières	59143	6272	1572
La Flamengrie	59232	317	52
La Gorgue	59268	4144	1000
La Groise	59274	341	74
La Longueville	59357	1580	406
La Madeleine	59368	15739	4179
La Neuville	59427	536	131
La Sentinelle	59564	2116	627
Lallaing	59327	4696	1358
Lambersart	59328	20485	4967
Lambres-lez-Douai	59329	3619	969
Landas	59330	2099	447
Landrecies	59331	2546	738
Lannoy	59332	1145	408
Larouillies	59333	189	37
Lauwin-Planque	59334	1338	283
Le Cateau-Cambrésis	59136	4326	1386
Le Doulieu	59180	1135	188
Le Favril	59223	377	87
Le Maisnil	59371	531	92
Le Quesnoy	59481	3578	1138
Lecelles	59335	2397	511
Lederzeele	59337	561	127
Ledringhem	59338	489	58
Leers	59339	8266	2374
Leffrinckoucke	59340	3614	882
Les Rues-des-Vignes	59517	593	173
Lesdain	59341	326	85
Lesquin	59343	6044	1318
Leval	59344	1809	484
Lewarde	59345	1779	455
Lez-Fontaine	59342	162	20
Lezennes	59346	2527	570
Liessies	59347	394	95
Lieu-Saint-Amand	59348	1146	251
Ligny-en-Cambrésis	59349	1333	332
Lille	59350	127228	37474
Limont-Fontaine	59351	470	110
Linselles	59352	6715	1716
Locquignol	59353	247	55
Loffre	59354	605	113
Lompret	59356	1779	300
Looberghe	59358	962	226
Loon-Plage	59359	4753	1247
Loos	59360	12746	4145
Lourches	59361	2298	784
Louvignies-Quesnoy	59363	687	151
Louvil	59364	662	89
Louvroil	59365	3623	1246
Lynde	59366	616	101
Lys-lez-Lannoy	59367	9184	2493
Lécluse	59336	1002	236
Maing	59369	3058	874
Mairieux	59370	524	143
Malincourt	59372	397	113
Marbaix	59374	351	73
Marchiennes	59375	3651	955
Marcoing	59377	1473	303
Marcq-en-Baroeul	59378	29591	7283
Marcq-en-Ostrevent	59379	506	98
Maresches	59381	704	182
Maretz	59382	944	254
Marly	59383	8227	2492
Maroilles	59384	1179	317
Marpent	59385	1669	535
Marquette-en-Ostrevant	59387	1208	248
Marquette-lez-Lille	59386	7854	2069
Marquillies	59388	1601	415
Masnières	59389	1926	507
Masny	59390	2897	793
Mastaing	59391	697	129
Maubeuge	59392	18354	6801
Maulde	59393	828	260
Maurois	59394	272	62
Mazinghien	59395	243	83
Mecquignies	59396	477	81
Merckeghem	59397	511	129
Merris	59399	865	202
Merville	59400	7555	2256
Millam	59402	663	154
Millonfosse	59403	566	111
Moeuvres	59405	337	91
Monceau-Saint-Waast	59406	336	110
Monchaux-sur-Ecaillon	59407	499	92
Moncheaux	59408	1301	279
Monchecourt	59409	1864	514
Mons-en-Baroeul	59410	12718	3713
Mons-en-Pévèle	59411	1806	479
Montay	59412	212	48
Montigny-en-Cambrésis	59413	464	112
Montigny-en-Ostrevent	59414	3405	916
Montrécourt	59415	203	50
Morbecque	59416	2083	437
Mortagne-du-Nord	59418	1088	361
Mouchin	59419	1000	137
Moustier-en-Fagne	59420	38	7
Mouvaux	59421	10400	2532
Mérignies	59398	2651	422
Méteren	59401	1757	377
Naves	59422	517	112
Neuf-Berquin	59423	1037	203
Neuf-Mesnil	59424	838	196
Neuville-Saint-Rémy	59428	2758	768
Neuville-en-Avesnois	59425	224	49
Neuville-en-Ferrain	59426	8355	2366
Neuville-sur-Escaut	59429	1823	385
Neuvilly	59430	768	185
Nieppe	59431	6272	1806
Niergnies	59432	429	81
Nieurlet	59433	746	177
Nivelle	59434	1102	222
Nomain	59435	2119	456
Noordpeene	59436	625	109
Noyelles-lès-Seclin	59437	670	117
Noyelles-sur-Escaut	59438	602	94
Noyelles-sur-Sambre	59439	240	61
Noyelles-sur-Selle	59440	497	97
Obies	59441	534	133
Obrechies	59442	245	46
Ochtezeele	59443	270	57
Odomez	59444	607	142
Ohain	59445	918	281
Oisy	59446	468	88
Onnaing	59447	6169	2008
Oost-Cappel	59448	348	82
Orchies	59449	6853	1884
Ors	59450	477	81
Orsinval	59451	455	73
Ostricourt	59452	4016	1200
Oudezeele	59453	538	110
Oxelaëre	59454	384	63
Paillencourt	59455	792	180
Pecquencourt	59456	4459	1373
Petit-Fayt	59461	234	36
Petite-Forêt	59459	3785	898
Phalempin	59462	3840	770
Pitgam	59463	741	139
Poix-du-Nord	59464	1587	436
Pommereuil	59465	543	128
Pont-sur-Sambre	59467	1800	529
Pont-à-Marcq	59466	2272	484
Potelle	59468	363	69
Pradelles	59469	325	58
Preux-au-Bois	59472	655	169
Preux-au-Sart	59473	239	63
Prisches	59474	820	222
Prouvy	59475	1709	400
Proville	59476	2704	660
Provin	59477	3239	800
Prémesques	59470	1578	276
Préseau	59471	1644	400
Pérenchies	59457	6337	1873
Péronne-en-Mélantois	59458	736	90
Quarouble	59479	2469	761
Quaëdypre	59478	943	229
Quesnoy-sur-Deûle	59482	5247	1287
Quiévelon	59483	114	30
Quiévrechain	59484	3791	1354
Quiévy	59485	1369	359
Quérénaing	59480	679	136
Radinghem-en-Weppes	59487	1217	199
Raillencourt-Sainte-Olle	59488	1714	359
Raimbeaucourt	59489	3068	787
Rainsars	59490	163	27
Raismes	59491	9362	3223
Ramillies	59492	445	82
Ramousies	59493	176	41
Raucourt-au-Bois	59494	114	31
Recquignies	59495	1720	637
Rejet-de-Beaulieu	59496	176	33
Renescure	59497	1765	411
Reumont	59498	259	49
Rexpoëde	59499	1488	344
Ribécourt-la-Tour	59500	305	64
Rieulay	59501	1034	269
Rieux-en-Cambrésis	59502	1008	195
Robersart	59503	135	12
Roeulx	59504	2684	721
Rombies-et-Marchipont	59505	563	114
Romeries	59506	355	60
Ronchin	59507	12249	3229
Roncq	59508	10812	2957
Roost-Warendin	59509	4698	1265
Rosult	59511	1519	267
Roubaix	59512	47641	19526
Roucourt	59513	373	65
Rousies	59514	2789	646
Rouvignies	59515	493	111
Rubrouck	59516	704	110
Ruesnes	59518	332	69
Rumegies	59519	1391	312
Rumilly-en-Cambrésis	59520	1132	257
Râches	59486	2024	533
Sailly-lez-Cambrai	59521	305	75
Sailly-lez-Lannoy	59522	1581	300
Sainghin-en-Mélantois	59523	2245	449
Sainghin-en-Weppes	59524	4375	1063
Sains-du-Nord	59525	1882	509
Saint-Amand-les-Eaux	59526	12739	4024
Saint-André-lez-Lille	59527	8662	2233
Saint-Aubert	59528	1177	298
Saint-Aubin	59529	252	59
Saint-Aybert	59530	240	50
Saint-Benin	59531	229	46
Saint-Georges-sur-l'Aa	59532	235	42
Saint-Hilaire-lez-Cambrai	59533	1150	255
Saint-Hilaire-sur-Helpe	59534	558	126
Saint-Jans-Cappel	59535	1323	247
Saint-Martin-sur-Ecaillon	59537	406	82
Saint-Momelin	59538	306	68
Saint-Pierre-Brouck	59539	732	140
Saint-Python	59541	794	223
Saint-Remy-Chaussée	59542	376	116
Saint-Remy-du-Nord	59543	804	181
Saint-Saulve	59544	8247	2371
Saint-Souplet	59545	958	270
Saint-Sylvestre-Cappel	59546	973	186
Saint-Vaast-en-Cambrésis	59547	637	132
Saint-Waast	59548	505	97
Sainte-Marie-Cappel	59536	724	127
Salesches	59549	258	77
Salomé	59550	2368	581
Saméon	59551	1298	281
Sancourt	59552	150	27
Santes	59553	4733	989
Sars-Poteries	59555	997	346
Sars-et-Rosières	59554	497	63
Sassegnies	59556	216	43
Saultain	59557	1759	425
Saulzoir	59558	1363	364
Sebourg	59559	1589	367
Seclin	59560	8830	2364
Semousies	59563	204	52
Sepmeries	59565	508	106
Sequedin	59566	3158	772
Sercus	59568	347	58
Sin-le-Noble	59569	10745	3492
Socx	59570	783	127
Solesmes	59571	3190	908
Solre-le-Château	59572	1281	395
Solrinnes	59573	91	22
Somain	59574	8690	2710
Sommaing	59575	353	63
Spycker	59576	1397	225
Staple	59577	542	121
Steenbecque	59578	1320	268
Steene	59579	1088	213
Steenvoorde	59580	3276	715
Steenwerck	59581	2817	604
Strazeele	59582	647	134
Sémeries	59562	427	87
Séranvillers-Forenville	59567	314	61
Taisnières-en-Thiérache	59583	377	101
Taisnières-sur-Hon	59584	595	172
Templemars	59585	2800	631
Templeuve-en-Pévèle	59586	5399	1192
Terdeghem	59587	433	79
Thiant	59589	2134	627
Thiennes	59590	658	142
Thivencelle	59591	559	122
Thumeries	59592	3213	749
Thun-Saint-Amand	59594	820	234
Thun-Saint-Martin	59595	418	81
Thun-l'Evêque	59593	608	145
Tilloy-lez-Cambrai	59597	556	98
Tilloy-lez-Marchiennes	59596	488	78
Toufflers	59598	3415	892
Tourcoing	59599	62893	24133
Tourmignies	59600	703	127
Tressin	59602	1113	253
Trith-Saint-Léger	59603	4901	1580
Troisvilles	59604	578	148
Trélon	59601	1857	622
Téteghem-Coudekerque-Village	59588	7168	1701
Uxem	59605	1120	223
Valenciennes	59606	24679	6990
Vendegies-au-Bois	59607	367	67
Vendegies-sur-Ecaillon	59608	851	155
Vendeville	59609	1401	330
Verchain-Maugré	59610	796	155
Verlinghem	59611	1987	305
Vertain	59612	437	83
Vicq	59613	932	227
Viesly	59614	1072	271
Vieux-Berquin	59615	2016	422
Vieux-Condé	59616	7774	2733
Vieux-Mesnil	59617	452	92
Vieux-Reng	59618	539	124
Villeneuve-d'Ascq	59009	39567	11086
Villereau	59619	777	181
Villers-Guislain	59623	554	113
Villers-Outréaux	59624	1477	380
Villers-Plouich	59625	297	61
Villers-Pol	59626	889	152
Villers-Sire-Nicole	59627	713	213
Villers-au-Tertre	59620	506	98
Villers-en-Cauchies	59622	854	190
Volckerinckhove	59628	443	78
Vred	59629	993	201
Wahagnies	59630	2003	481
Walincourt-Selvigny	59631	1564	515
Wallers	59632	4013	1098
Wallers-en-Fagne	59633	199	37
Wallon-Cappel	59634	665	103
Wambaix	59635	277	32
Wambrechies	59636	8502	2126
Wandignies-Hamage	59637	977	182
Wannehain	59638	960	192
Wargnies-le-Grand	59639	860	168
Wargnies-le-Petit	59640	591	120
Warhem	59641	1710	401
Warlaing	59642	465	102
Warneton	59643	194	39
Wasnes-au-Bac	59645	463	72
Wasquehal	59646	15627	4125
Watten	59647	1927	470
Wattignies	59648	9188	2279
Wattignies-la-Victoire	59649	208	28
Wattrelos	59650	28385	9336
Wavrechain-sous-Denain	59651	1021	248
Wavrechain-sous-Faulx	59652	299	42
Wavrin	59653	6126	1553
Waziers	59654	4959	1573
Wemaers-Cappel	59655	173	24
Wervicq-Sud	59656	3624	1036
West-Cappel	59657	478	82
Wicres	59658	358	51
Wignehies	59659	2038	681
Willems	59660	2416	546
Willies	59661	91	16
Winnezeele	59662	949	193
Wormhout	59663	4362	986
Wulverdinghe	59664	255	51
Wylder	59665	224	40
Zegerscappel	59666	1163	226
Zermezeele	59667	184	26
Zuydcoote	59668	1165	255
Zuytpeene	59669	423	86
