code	pid	mun_r1	mun_r2
59028	7449d649952558be6c32f51055457543	0	NA
59028	9a51a6dcc75ad01667c90667334c98b2	0	NA
59031	83b80c3f4e840263f6ba3f7940899efa	0	NA
59031	82459ddad497473fa01d3bba5847e66d	1	NA
59031	b362ca7c4e33f764d8f15e1c1766f23c	1	NA
59031	67128cd0a780e5a4da60dd981cf33a34	1	NA
59031	7d1c6303f39b8e1c5f584c702cc6c837	1	NA
59031	08e08bfc014a0f3b60b9eb913d9dea57	0	NA
59032	0e24f436fc28f9b89ef360bb59146c39	0	NA
59032	f8a3f0f4e9505f3cc35daab7dcbc0c96	1	NA
59032	e2740c47d3f3eec16a1fe7e5bc5bbbc1	0	NA
59032	2e40061433652cfb0e74cdf9b033da52	0	NA
59032	bded2186486302d6e6f08c69f2fd8e9a	0	NA
59032	50e99aee931115916334108cc128b540	0	NA
59032	e683ad185efe8a2a5585bf6d1f8124bb	0	NA
59032	d55f5ccacc0e00980e92fdd343d0575c	1	NA
59032	de07d291d94896fabd930a2332d5ba9c	0	NA
59033	1d096775ba1de8ebc6a49e212fa6d8fa	0	NA
59034	b0e3d1f5b2ce4f9c2870383d0d0651bf	1	NA
59034	540a9685366edd0519b2cbdffbf7a8c8	1	NA
59034	f9cb74c49b502b0352b06ed3458f9bd7	0	NA
59034	5f05e49a1a325a22b985e4df7ec83115	1	NA
59034	e419025819a33204fdd5f8c2193b0d05	0	NA
59034	fc4b0f798e6a980793067ac11f197e50	1	NA
59034	a7a2d3d08ec03ded99c0281396fcf414	0	NA
59034	96abc36a921bc4588029d804823e5128	1	NA
59035	495e5b7e64657040307ef615c775aad8	4	4
59035	61532d5947c9233b7d2d36f238ed4bb9	0	0
59035	d0a039823f75ca8344ebc74cbb7db167	0	0
59035	65e31aec427183d224fc900592472247	1	1
59036	db0fb48e1c1fed11e74b86178c1e815f	4	NA
59036	876a6c6c002c2eb291f0e4bc8924a38f	1	NA
59036	dbe63e0b017c860616c6767f55cd031a	1	NA
59036	06dc76532cfb92f35f431e79e4f93bd5	0	NA
59036	5625db5e9908467334b33cb296eea6f6	0	NA
59036	d184400b18dd3a4a47cc5686f2912a2a	1	NA
59036	91b07d91798873d7267a1f7fbdff31ac	0	NA
59037	ea0fca532c9faeee3eb6da0a73296731	1	NA
59037	b165e73ddccb08aad1cebd2634e55d00	1	NA
59037	6e9f32d322faf191600dfcb61725b56d	1	NA
59037	6324366d958646b5f8b54ec92dcfafe7	0	NA
59037	13139739c2c0e291df05a3ae44652d26	0	NA
59038	6a1bf33d26245d260ae34b19693de53e	0	NA
59041	44ef5fd8d266894a054bd5938714b298	4	NA
59041	538a1ced0b98cf1a532ce46c9f1c86a2	4	NA
59041	cfbd9bd44da3836754237a3abc4d9943	0	NA
59042	9e746f8ef879a276e7d2418441410459	0	NA
59042	d0b8d91e683dd08c47641b2c96f49ca2	0	NA
59042	09ba47bbf12f17464d6ffd3f0be414db	0	NA
59042	916b972aa652dab52e17b8965120def4	0	NA
59042	34d09da495bb72cce38f4adb676d67bc	1	NA
59042	76ff659442f62f9cb2088e0d451bceda	0	NA
59042	f06dc7e8240d0f2a54b972569b16364d	0	NA
59042	3d0df18030011da9ab81eaa24cdc288d	0	NA
59042	05e6264a5f4f088e3244ed222d146bf9	0	NA
59042	122df5b0f3f2b02f150afc2fd6a0ee71	0	NA
59042	7ef0ed330a901e5d539d830a19606e5a	0	NA
59043	66d873e1261e9ad3146e01bef324b541	3	3
59043	d02d464cb7cddf85127ab8d77408d133	1	1
59043	e185715f93609cc69dde881ba3b9ff71	0	0
59043	4cf1dfc7e75b79af6114f3d37057ed4f	0	0
59043	ade03cb58f91f8257a30d275861d37d4	0	0
59043	ef72dc5b2884f250ad78581ff65c08d8	0	0
59043	c8561f1ec47ebd0b9174bb38a6740e8b	0	0
59043	2f878f5483673cfaa729ad69c9cbc5ce	0	1
59043	e00e4a653bffec8c1f73d3263e70376a	1	1
59043	1f24c91b6565063af5918783b2a41170	0	0
59043	b1847475fb37ab439de285025f617559	0	0
59043	5b6bcac349a7e9cb2cc672efb71037bf	0	0
59043	0d5e4d6e0ce0e0430a82f870e75833bf	1	1
59043	f09309903b49f2d8c386999720918681	0	0
59043	1651b46c7ee229ab96a2b443abafb723	0	0
59043	829b4ff2648b3e315c8b3e1ffd92b97b	0	0
59043	fa811c48afdb5abcdfbc816540ebf946	0	0
59043	2b9b9fb8468805221a9622e9c81d95be	0	0
59043	671eb1375b188c9e650105896e0f1084	0	0
59043	8a74e290368cc4af9c37bfd577c46d80	1	1
59043	612ad90647b82bafeb9a8b4b4c89de2d	0	0
59043	4d68a8efd628feea3f230f9e7203fee4	1	1
59043	de008d8d1db3c8c99bd9e0739ba8d8a6	0	0
59043	08e2049ec466fe36ab7afa7b51196226	0	0
59043	c6e18cef353c8b462d74a866f9d52945	0	0
59043	acc448d1ada80c437c4d77c5e972d71a	0	0
59043	14c298323a486f0f4fb8350f6dd7baf4	0	0
59043	0f49e524cdd969f67f12d1cc26cda8d1	1	1
59043	342e6b0b7b62a4021f136513842fc9ab	0	0
59043	d395732f2158bc3ed05aa27a55a02f47	2	2
59043	b50df4ccc7448dbf48cb96786fecd239	0	1
59043	30d7e2566d5534792e6195483b7dba22	0	0
59043	7eb9ed53bcb129b3af7ff5b798a04f14	0	0
59043	6300a9fb3c142caec91a96e705537e7e	0	0
59043	5ba4c6a37efecd0953b0a5a5e611ce80	0	0
59044	31d12262777c837090895046c83806c8	4	NA
59044	c4f29ce7abc326c3ffecb40c214720d1	0	NA
59044	62156a8f40e2628ab29a99fb01d2cacb	0	NA
59044	5ecc1d0417ef3812ac98a951892ff5e5	4	NA
59044	5c52709d99a30876c94a82ab1444f873	4	NA
59044	b3b658ef0ea26479913a8316caaf9756	4	NA
59044	ac2f97dd6b8939060e711fe39f1c20ba	4	NA
59044	3120fb8318ded2c8f97dfc37211034f8	4	NA
59044	77ee467d0e03940029bccbfebcaff273	4	NA
59044	76fc4d4aca4039b38364ed9f5036e74a	0	NA
59044	a81ebe4677c2e7281e3fa8678d83745f	1	NA
59044	4b6a9f1df1625a07a5a9df36c7fafd0b	0	NA
59044	9d60d43e3f76deeea2564078217e4312	0	NA
59044	00d8ac538aff225645dce474ff01f572	1	NA
59044	f148022ea0e3c712e5e9c7d5c186a9e3	1	NA
59044	eaf52503c72abfc301558b8ce48cae52	1	NA
59044	ce2ff42c9a2da886de6d57820c210a3c	1	NA
59044	baa80dc7557f2c4f16bb3cae2724ac5f	4	NA
59044	5ac66350d19122dbbadf1d8c683b0cd8	0	NA
59044	b13ab64e4ff039183464e2b0fe2e39d1	0	NA
59044	7f688049b5cd7d659025701468fc0e28	0	NA
59044	d436fc966977c794adcb95d851e6d933	0	NA
59044	c2b3128faff79e215925750889b54f1a	4	NA
59044	4721384ab46d9e20f572078e83753103	0	NA
59044	f1b7cb6e056044cc1cdbdd002f0d2b24	0	NA
59044	c3de00d5950287c1eded85ce518c492f	4	NA
59045	72953deff080b467b95cd6df8e111155	1	NA
59045	fff0f5de57c2e7e22905d9c05825a05a	0	NA
59045	bf418af85e1b3d719c65a71f506e4523	0	NA
59045	002b54172d135c1d6bf45c13a0f10eff	1	NA
59045	f793110cdc63cfab4e629542dc62c992	1	NA
59046	ea17b5c366791cd135c7df91dae83168	0	NA
59047	66fcef842f124ec5fb095610d1c636e5	0	NA
59047	db39ef0fb2196b4fdd23c96224eb85e4	0	NA
59047	883b90cc9e1ceb624d5548a63507c2a6	0	NA
59047	7129cf30ad00d838cc40b5fde2eb755e	0	NA
59047	deddb58aaea0581792259279ded84d2b	0	NA
59047	eeb1fa3171d9f91bb5d9892cf4a6c3d0	0	NA
59050	25bb736e43964cc60d2ddb52db14c2f8	1	NA
59051	3331e7b708c0f5307d305ca4c2b7eb3e	1	NA
59051	1ebaced1d53a55ac208e3c329df23519	1	NA
59052	b18b906f2d630e8bb23c171169e4b797	0	4
59052	fd04c2550b23a03f4119c5891e87aebb	0	4
59053	c4de9f6ba2351fd61e7f92fce865dae8	1	NA
59053	7f78e9b2e619c9db318f12bfcc8a4f50	0	NA
59053	47d3984b99cad7f26a560791d80b6415	0	NA
59053	5e8b6d7d9057a4609f91917f5d678080	1	NA
59053	6047f7e107689b006ce3412881978c2c	0	NA
59053	5678c4914c5f038db34d142a8280395c	0	NA
59053	eb78776773ba36420daf5f8c5e0021a7	1	NA
59053	5d1c4e552b1299d01b026afe526fede0	1	NA
59053	8267333634710c3d14a7b8b4312ebe5e	1	NA
59053	98b7fcf2ed8037595c7cabc46baf0d3d	0	NA
59053	88e0c5ceba8078f3637a24e9ae9a9bae	1	NA
59053	7278436a58a19af2d066eb6b9080152f	1	NA
59053	5dacea9d9761412d479128366faddd5b	1	NA
59053	fbc7657852fb615a0078c4e6165bc2a6	1	NA
59053	1a26911523c3ba4bb9b3fbd83b0307e3	1	NA
59053	cc587ac6d704eedad8cb024fe9d2acb9	1	NA
59053	f294275d7efbfe7dd2dd6b9d0edaf0c8	0	NA
59055	21e387baa078d5edf0189d13a98e534c	1	NA
59055	4fb7be082dd58191e5da63ec513a7f7e	0	NA
59055	bd83423eb687dac7334d36f17e718045	1	NA
59055	3b4d9697417a7657f6d692286eebda77	1	NA
59055	f17b4b2a765eb0bbcafeff0a575faebe	0	NA
59056	7f7e24561c7a710ea4f1c8735fb18d3d	0	NA
59056	9889c57fccdd9ba904956b9f5dd8a3ee	0	NA
59057	2699891d7ec4f45f4397a8bf02be22d9	1	NA
59058	54fa30e5ee05cd4f4a5b6cb35f2d46d8	0	NA
59058	09630cb22f61b0e726d0f722737bed43	1	NA
59058	fde3f7b55ffbc07968325356ab1e0078	2	NA
59058	2ccfc8995af2af7a41f647e3afdaf364	0	NA
59058	bcf8bb51569776132f8309c12d6c06b3	0	NA
59058	599d6bf50d4cf9fc0eabebd674359d4c	0	NA
59062	99a477356d366676c0b879d71b148c5a	1	NA
59062	221f252d2bb67012db50aaccec93bdf5	0	NA
59062	6b6eecd821b3693c094d13876028d0f5	1	NA
59062	17c6055fc2d43aa6c3a5c04229824aa0	1	NA
59062	3455b80819d1266f0d2d244c65179a97	1	NA
59062	c86ca96629a0044c369f4cd055cf9bec	0	NA
59062	592b3d01b09de4595d8fb74187d1114b	1	NA
59062	c748d6ffe980d32d857dff30627aad24	1	NA
59062	d6290301a26af0ca2157e75c5813d977	0	NA
59062	d842c8212811368d83469bf897cd799f	1	NA
59062	2dd11dec1b49430e4adb99b346b7abea	1	NA
59062	4c2692a971c866507ca1e6ca3d87336f	0	NA
59062	7cdc5c6fdf7f702caa4c1623404c3c96	1	NA
59062	de889d443d0ab5e9926734677cc08ce9	1	NA
59062	96b695f5ab08cfc6479c3eb97cf3b229	0	NA
59063	0864e551233ff2a31f0c9e735c5661df	1	NA
