code	city	n_ins	n_nat	n_eur	n_hu	n_nl	n_it	n_be	n_pt	n_bg	n_cz	n_de	n_dk	n_es	n_fi	n_gr	n_ie	n_pl	n_ro	n_se	n_sk	n_at	n_lu	n_lt	n_cy	n_lv	n_si	n_hr	n_ee
59211	Esquerchin	606	602	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59212	Estaires	5273	5266	7	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59213	Estourmel	372	368	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59214	Estrées	864	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59215	Estreux	789	780	9	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59216	Eswars	299	289	10	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59217	Eth	270	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59218	Étrœungt	907	903	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59219	Estrun	567	553	14	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59220	Faches-Thumesnil	12404	12336	68	0	4	7	18	10	0	0	6	0	9	2	0	0	0	10	0	0	0	0	2	0	0	0	0	0
59221	Famars	1829	1817	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59222	Faumont	1849	1841	8	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59223	Le Favril	382	379	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59224	Féchain	1252	1245	7	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59225	Feignies	4700	4563	137	0	2	13	95	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59226	Felleries	966	938	28	0	0	4	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59227	Fenain	4216	4162	54	0	0	28	20	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59228	Férin	1142	1140	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59229	Féron	455	451	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59230	Ferrière-la-Grande	3852	3800	52	0	0	12	36	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59231	Ferrière-la-Petite	775	743	32	0	0	0	28	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59232	La Flamengrie	352	316	36	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59233	Flaumont-Waudrechies	272	270	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59234	Flers-en-Escrebieux	3613	3609	4	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59236	Flesquières	207	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59237	Flêtre	705	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59238	Flines-lès-Mortagne	1322	1250	72	0	0	0	70	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59239	Flines-lez-Raches	4507	4494	13	0	0	4	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59240	Floursies	105	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59241	Floyon	388	380	8	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59242	Fontaine-au-Bois	538	534	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59243	Fontaine-au-Pire	754	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59244	Fontaine-Notre-Dame	1346	1341	5	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59246	Forest-en-Cambrésis	417	415	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59247	Forest-sur-Marque	1283	1269	14	4	0	2	4	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59249	Fourmies	8614	8540	74	0	2	6	58	2	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59250	Fournes-en-Weppes	1825	1819	6	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59251	Frasnoy	274	270	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59252	Frelinghien	2080	2057	23	0	0	0	11	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59253	Fresnes-sur-Escaut	4741	4675	66	0	0	30	34	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59254	Fressain	688	684	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59255	Fressies	444	442	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59256	Fretin	2539	2516	23	0	2	8	9	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59257	Fromelles	876	872	4	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59258	Genech	1976	1956	20	0	0	2	12	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59259	Ghissignies	390	384	6	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59260	Ghyvelde	3529	3408	121	0	0	6	109	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
59261	Glageon	1098	1086	12	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59262	Godewaersvelde	1556	1532	24	0	2	0	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59263	Gœulzin	896	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59264	Gognies-Chaussée	653	545	108	0	0	6	100	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59265	Gommegnies	1791	1780	11	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59266	Gondecourt	3387	3379	8	0	0	0	2	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59267	Gonnelieu	238	236	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59268	La Gorgue	4094	4079	15	0	0	2	6	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59269	Gouzeaucourt	1148	1144	4	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59270	Grand-Fayt	374	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59271	Grande-Synthe	14509	14378	131	0	0	49	14	49	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
59272	Grand-Fort-Philippe	4188	4152	36	0	0	4	24	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59273	Gravelines	9164	9132	32	2	0	2	22	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59274	La Groise	352	350	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59275	Gruson	1091	1071	20	0	0	2	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59276	Guesnain	3359	3335	24	0	0	22	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59277	Gussignies	283	176	107	0	0	1	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59278	Hallennes-lez-Haubourdin	3460	3446	14	0	0	1	2	8	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59279	Halluin	15360	15024	336	0	6	48	132	78	0	0	6	0	52	0	0	0	0	8	2	0	2	2	0	0	0	0	0	0
59280	Hamel	649	643	6	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59281	Hantay	919	913	6	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59282	Hardifort	336	329	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59283	Hargnies	473	454	19	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59284	Hasnon	3196	3156	40	2	0	6	26	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59285	Haspres	2011	2002	9	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59286	Haubourdin	9852	9801	51	0	0	14	17	10	0	2	2	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
59287	Haucourt-en-Cambrésis	156	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59288	Haulchin	1676	1660	16	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59289	Haussy	1152	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59290	Haut-Lieu	302	298	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59291	Hautmont	9678	9604	74	0	2	21	34	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59292	Haveluy	2287	2270	17	0	0	12	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59293	Haverskerque	1117	1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59294	Haynecourt	254	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59295	Hazebrouck	16916	16857	59	0	6	12	31	2	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59296	Hecq	312	310	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59297	Hélesmes	1480	1464	16	0	0	6	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59299	Hem	14034	13890	144	0	0	32	42	60	0	0	2	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
59300	Hem-Lenglet	403	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59301	Hergnies	3517	3390	127	0	0	12	105	0	0	0	2	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59302	Hérin	2967	2949	18	0	0	5	9	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59303	Herlies	1892	1884	8	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59304	Herrin	343	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59305	Herzeele	1289	1273	16	0	4	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59306	Hestrud	263	186	77	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59307	Holque	721	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59308	Hondeghem	744	740	4	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59309	Hondschoote	3110	3078	32	0	0	2	28	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
59310	Hon-Hergies	578	462	116	0	0	2	112	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59311	Honnechy	387	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59312	Honnecourt-sur-Escaut	525	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59313	Hordain	1156	1146	10	0	0	4	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59314	Hornaing	2868	2862	6	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59315	Houdain-lez-Bavay	712	660	52	0	0	0	50	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59316	Houplin-Ancoisne	2719	2697	22	0	0	2	4	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59317	Houplines	5959	5891	68	0	0	0	42	22	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59318	Houtkerque	730	720	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59319	Hoymille	2824	2809	15	0	2	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59320	Illies	1150	1144	6	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59321	Inchy	531	527	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59322	Iwuy	2493	2485	8	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59323	Jenlain	931	924	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59324	Jeumont	6994	6633	361	0	0	58	273	2	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59325	Jolimetz	719	715	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59326	Killem	799	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59327	Lallaing	4732	4692	40	0	0	30	4	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59328	Lambersart	20528	20356	172	4	12	18	70	8	0	4	17	0	14	0	4	8	6	2	0	2	2	0	0	1	0	0	0	0
59329	Lambres-lez-Douai	3662	3658	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59330	Landas	2155	2127	28	0	2	1	23	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59331	Landrecies	2571	2553	18	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59332	Lannoy	1176	1167	9	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59333	Larouillies	188	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59334	Lauwin-Planque	1341	1339	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59335	Lecelles	2500	2435	65	0	0	3	53	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59336	Lécluse	1015	1014	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59337	Lederzeele	562	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59338	Ledringhem	504	494	10	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59339	Leers	8404	8271	133	0	0	50	47	24	4	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59340	Leffrinckoucke	3659	3619	40	0	0	0	26	6	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59341	Lesdain	331	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59342	Lez-Fontaine	182	160	22	0	2	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59343	Lesquin	6242	6212	30	0	0	4	10	10	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59344	Leval	1776	1766	10	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59345	Lewarde	1777	1777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59346	Lezennes	2583	2558	25	0	0	1	6	4	0	0	10	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59347	Liessies	425	405	20	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59348	Lieu-Saint-Amand	1150	1142	8	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59349	Ligny-en-Cambrésis	1363	1318	45	0	0	3	2	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59350	Lille	121068	120134	934	7	47	157	238	136	14	4	105	4	113	4	18	24	21	18	7	3	0	2	4	2	4	2	0	0
59351	Limont-Fontaine	460	458	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59352	Linselles	6796	6754	42	0	1	5	21	2	0	0	2	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59353	Locquignol	251	243	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59354	Loffre	602	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59356	Lompret	1796	1782	14	0	0	2	0	0	0	0	6	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0
59357	La Longueville	1625	1572	53	0	0	3	46	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59358	Looberghe	970	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59359	Loon-Plage	4789	4772	17	0	0	7	4	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59360	Loos	13142	13058	84	0	3	8	17	37	0	0	3	0	8	2	0	0	0	2	0	4	0	0	0	0	0	0	0	0
59361	Lourches	2387	2381	6	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59363	Louvignies-Quesnoy	664	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59364	Louvil	692	680	12	0	0	0	8	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59365	Louvroil	3670	3607	63	0	0	14	40	3	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
59366	Lynde	636	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59367	Lys-lez-Lannoy	9424	9270	154	2	2	36	60	46	2	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
59368	La Madeleine	15851	15726	125	0	2	16	62	11	0	0	11	0	13	0	0	2	1	2	2	0	3	0	0	0	0	0	0	0
59369	Maing	3095	3076	19	0	0	6	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59370	Mairieux	579	525	54	0	0	0	50	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59371	Le Maisnil	539	535	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59372	Malincourt	405	400	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59374	Marbaix	357	355	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59375	Marchiennes	3700	3678	22	0	0	4	6	8	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
59377	Marcoing	1483	1482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59378	Marcq-en-Barœul	30092	29827	265	0	13	34	103	49	0	2	13	2	25	0	0	5	6	2	2	1	2	0	0	0	2	0	4	0
59379	Marcq-en-Ostrevent	509	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59381	Maresches	713	709	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59382	Maretz	943	918	25	0	0	2	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59383	Marly	8177	8050	127	2	4	43	54	8	0	0	10	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
59384	Maroilles	1185	1181	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59385	Marpent	1778	1676	102	0	0	12	83	0	0	0	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
59386	Marquette-lez-Lille	8139	8114	25	0	0	0	10	11	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59387	Marquette-en-Ostrevant	1206	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59388	Marquillies	1634	1630	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59389	Masnières	1989	1975	14	0	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59390	Masny	2995	2960	35	0	0	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59391	Mastaing	703	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59392	Maubeuge	18545	18104	441	0	4	55	313	60	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59393	Maulde	868	838	30	0	0	0	28	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59394	Maurois	278	272	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59395	Mazinghien	243	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59396	Mecquignies	498	488	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59397	Merckeghem	535	533	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59398	Mérignies	2701	2680	21	0	4	2	11	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59399	Merris	877	875	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59400	Merville	7614	7587	27	0	0	0	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59401	Méteren	1745	1729	16	0	0	4	8	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
59402	Millam	666	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59403	Millonfosse	573	569	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
59405	Mœuvres	337	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59406	Monceau-Saint-Waast	316	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59407	Monchaux-sur-Écaillon	504	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59408	Moncheaux	1335	1333	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59409	Monchecourt	1893	1885	8	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59410	Mons-en-Barœul	13031	12947	84	0	4	4	27	25	0	0	8	0	4	2	0	2	2	6	0	0	0	0	0	0	0	0	0	0
59411	Mons-en-Pévèle	1807	1797	10	0	2	0	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59412	Montay	211	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59413	Montigny-en-Cambrésis	459	456	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59414	Montigny-en-Ostrevent	3474	3416	58	0	0	54	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59415	Montrécourt	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59416	Morbecque	2146	2132	14	0	0	4	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59418	Mortagne-du-Nord	1162	1115	47	0	0	2	43	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59419	Mouchin	1038	1025	13	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59420	Moustier-en-Fagne	72	39	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59421	Mouvaux	10518	10420	98	0	7	10	29	39	0	0	6	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59422	Naves	520	516	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59423	Neuf-Berquin	1064	1060	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59424	Neuf-Mesnil	834	816	18	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59425	Neuville-en-Avesnois	229	227	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59426	Neuville-en-Ferrain	8519	8361	158	0	4	18	96	26	0	0	4	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
