city	code	ins	abs
Doignies	59176	252	88
Dompierre-sur-Helpe	59177	648	359
Don	59670	1007	509
Douai	59178	26294	17833
Douchy-les-Mines	59179	7070	3805
Dourlers	59181	409	191
Drincham	59182	189	67
Dunkerque	59183	61917	38495
Ebblinghem	59184	533	326
Ecaillon	59185	1402	724
Eccles	59186	62	19
Eclaibes	59187	238	102
Ecuélin	59188	109	38
Eecke	59189	973	326
Elesmes	59190	746	263
Elincourt	59191	457	140
Emerchicourt	59192	679	266
Emmerin	59193	2448	1309
Englefontaine	59194	962	401
Englos	59195	484	265
Ennetières-en-Weppes	59196	1089	503
Ennevelin	59197	1814	1201
Eppe-Sauvage	59198	195	81
Erchin	59199	554	186
Eringhem	59200	359	91
Erquinghem-le-Sec	59201	410	223
Erquinghem-Lys	59202	3847	2844
Erre	59203	1116	748
Escarmain	59204	377	64
Escaudain	59205	6159	3887
Escaudoeuvres	59206	2358	1137
Escautpont	59207	3202	2202
Escobecques	59208	245	126
Esnes	59209	509	273
Esquelbecq	59210	1714	845
Esquerchin	59211	615	237
Estaires	59212	5036	2698
Estourmel	59213	391	89
Estrées	59214	817	432
Estreux	59215	812	330
Estrun	59219	538	249
Eswars	59216	296	151
Eth	59217	266	98
Etroeungt	59218	975	639
Faches-Thumesnil	59220	11942	7797
Famars	59221	1771	1253
Faumont	59222	1798	783
Féchain	59224	1219	577
Feignies	59225	4629	2662
Felleries	59226	907	505
Fenain	59227	4183	2399
Férin	59228	1138	419
Féron	59229	442	249
Ferrière-la-Grande	59230	3828	2083
Ferrière-la-Petite	59231	791	301
Flaumont-Waudrechies	59233	259	149
Flers-en-Escrebieux	59234	3561	2305
Flesquières	59236	191	52
Flêtre	59237	708	407
Flines-lès-Mortagne	59238	1241	661
Flines-lez-Raches	59239	4467	2594
Floursies	59240	112	20
Floyon	59241	378	189
Fontaine-au-Bois	59242	518	157
Fontaine-au-Pire	59243	790	255
Fontaine-Notre-Dame	59244	1298	563
Forest-en-Cambrésis	59246	417	108
Forest-sur-Marque	59247	1224	512
Fourmies	59249	8565	4712
Fournes-en-Weppes	59250	1806	1216
Frasnoy	59251	264	115
Frelinghien	59252	1970	708
Fresnes-sur-Escaut	59253	4913	2837
Fressain	59254	674	331
Fressies	59255	447	103
Fretin	59256	2477	1078
Fromelles	59257	826	479
Genech	59258	1834	836
Ghissignies	59259	415	148
Ghyvelde	59260	3374	1431
Glageon	59261	1110	705
Godewaersvelde	59262	1525	662
Goeulzin	59263	915	348
Gognies-Chaussée	59264	614	421
Gommegnies	59265	1751	837
Gondecourt	59266	3270	1783
Gonnelieu	59267	224	102
Gouzeaucourt	59269	1142	547
Grande-Synthe	59271	15090	9422
Grand-Fayt	59270	367	101
Grand-Fort-Philippe	59272	4218	1912
Gravelines	59273	9041	4848
Gruson	59275	1041	325
Guesnain	59276	3384	1674
Gussignies	59277	237	130
Hallennes-lez-Haubourdin	59278	3247	2242
Halluin	59279	14897	10087
Hamel	59280	635	303
Hantay	59281	879	345
Hardifort	59282	324	90
Hargnies	59283	503	156
Hasnon	59284	3117	1368
Haspres	59285	2100	1448
Haubourdin	59286	9850	7071
Haucourt-en-Cambrésis	59287	163	48
Haulchin	59288	1633	778
Haussy	59289	1148	814
Haut-Lieu	59290	322	126
Hautmont	59291	9547	6385
Haveluy	59292	2278	772
Haverskerque	59293	1088	499
Haynecourt	59294	260	46
Hazebrouck	59295	16609	9170
Hecq	59296	288	156
Hélesmes	59297	1369	574
Hem	59299	13798	9061
Hem-Lenglet	59300	398	158
Hergnies	59301	3295	2465
Hérin	59302	2868	1445
Herlies	59303	1849	804
Herrin	59304	344	170
Herzeele	59305	1202	352
Hestrud	59306	247	67
Holque	59307	708	260
Hondeghem	59308	750	334
Hondschoote	59309	3061	2106
Hon-Hergies	59310	533	216
Honnechy	59311	364	163
Honnecourt-sur-Escaut	59312	518	197
Hordain	59313	1111	353
Hornaing	59314	2726	1565
Houdain-lez-Bavay	59315	696	313
Houplin-Ancoisne	59316	2718	1217
Houplines	59317	5779	4312
Houtkerque	59318	703	352
Hoymille	59319	2682	1801
Illies	59320	1149	386
Inchy	59321	548	219
Iwuy	59322	2366	1013
Jenlain	59323	899	519
Jeumont	59324	6809	4038
Jolimetz	59325	717	389
Killem	59326	831	524
La Bassée	59051	4460	2286
La Chapelle-d'Armentières	59143	6167	3861
La Flamengrie	59232	310	74
La Gorgue	59268	4093	2039
La Groise	59274	348	164
La Longueville	59357	1566	711
La Madeleine	59368	15194	10134
La Neuville	59427	531	316
La Sentinelle	59564	2095	1047
Lallaing	59327	4676	2413
Lambersart	59328	20678	12791
Lambres-lez-Douai	59329	3677	2674
Landas	59330	2051	846
Landrecies	59331	2575	1027
Lannoy	59332	1124	856
Larouillies	59333	186	82
Lauwin-Planque	59334	1309	851
Le Cateau-Cambrésis	59136	4385	2066
Le Doulieu	59180	1094	657
Le Favril	59223	360	98
Le Maisnil	59371	525	288
Le Quesnoy	59481	3585	1834
Lecelles	59335	2433	1104
Lécluse	59336	964	278
Lederzeele	59337	542	272
Ledringhem	59338	482	205
Leers	59339	8211	5366
Leffrinckoucke	59340	3572	1783
Les Rues-des-Vignes	59517	621	337
Lesdain	59341	328	149
Lesquin	59343	5670	3070
Leval	59344	1843	875
Lewarde	59345	1792	813
Lezennes	59346	2515	1727
Lez-Fontaine	59342	165	28
Liessies	59347	408	201
Lieu-Saint-Amand	59348	1171	596
Ligny-en-Cambrésis	59349	1343	590
Lille	59350	124454	83862
Limont-Fontaine	59351	486	167
Linselles	59352	6657	3929
Locquignol	59353	254	89
Loffre	59354	585	344
Lompret	59356	1824	934
Looberghe	59358	967	554
Loon-Plage	59359	4738	2692
Loos	59360	13108	9008
Lourches	59361	2233	1216
Louvignies-Quesnoy	59363	683	209
Louvil	59364	624	162
Louvroil	59365	3636	2080
Lynde	59366	633	230
Lys-lez-Lannoy	59367	9094	6149
Maing	59369	3084	1562
Mairieux	59370	561	342
Malincourt	59372	410	192
Marbaix	59374	374	137
Marchiennes	59375	3674	1760
Marcoing	59377	1493	534
Marcq-en-Baroeul	59378	29235	18443
Marcq-en-Ostrevent	59379	506	120
Maresches	59381	708	225
Maretz	59382	939	349
Marly	59383	8534	4988
Maroilles	59384	1169	369
Marpent	59385	1727	825
Marquette-en-Ostrevant	59387	1239	678
Marquette-lez-Lille	59386	7410	4777
Marquillies	59388	1605	794
Masnières	59389	1905	1311
Masny	59390	2822	1230
Mastaing	59391	682	306
Maubeuge	59392	19011	11965
Maulde	59393	846	361
Maurois	59394	249	97
Mazinghien	59395	250	138
Mecquignies	59396	475	260
Merckeghem	59397	497	207
Mérignies	59398	2456	1118
Merris	59399	826	342
Merville	59400	7375	3863
Méteren	59401	1733	1037
Millam	59402	660	273
Millonfosse	59403	580	346
Moeuvres	59405	325	156
Monceau-Saint-Waast	59406	324	166
Monchaux-sur-Ecaillon	59407	470	210
Moncheaux	59408	1258	888
Monchecourt	59409	1823	982
Mons-en-Baroeul	59410	12599	8379
Mons-en-Pévèle	59411	1730	1009
Montay	59412	212	89
Montigny-en-Cambrésis	59413	456	257
Montigny-en-Ostrevent	59414	3442	1871
Montrécourt	59415	205	37
Morbecque	59416	2130	913
Mortagne-du-Nord	59418	1063	731
Mouchin	59419	1018	446
Moustier-en-Fagne	59420	49	13
Mouvaux	59421	10362	6683
Naves	59422	523	102
Neuf-Berquin	59423	984	572
Neuf-Mesnil	59424	910	445
Neuville-en-Avesnois	59425	234	83
Neuville-en-Ferrain	59426	8437	6428
Neuville-Saint-Rémy	59428	2764	1958
Neuville-sur-Escaut	59429	1822	726
Neuvilly	59430	771	241
Nieppe	59431	6250	3631
Niergnies	59432	448	227
Nieurlet	59433	734	328
Nivelle	59434	1062	380
Nomain	59435	2067	1474
Noordpeene	59436	616	195
Noyelles-lès-Seclin	59437	658	276
Noyelles-sur-Escaut	59438	591	260
Noyelles-sur-Sambre	59439	245	116
Noyelles-sur-Selle	59440	504	219
Obies	59441	545	179
Obrechies	59442	248	91
Ochtezeele	59443	285	127
Odomez	59444	618	404
Ohain	59445	927	423
Oisy	59446	498	136
Onnaing	59447	6204	3606
Oost-Cappel	59448	339	157
Orchies	59449	6757	4110
Ors	59450	496	258
Orsinval	59451	429	134
Ostricourt	59452	3859	2037
Oudezeele	59453	523	176
Oxelaëre	59454	368	108
Paillencourt	59455	792	301
Pecquencourt	59456	4408	1985
Pérenchies	59457	6241	3868
Péronne-en-Mélantois	59458	712	352
Petite-Forêt	59459	3700	2051
Petit-Fayt	59461	231	100
Phalempin	59462	3670	2044
Pitgam	59463	737	387
Poix-du-Nord	59464	1582	1008
Pommereuil	59465	524	246
Pont-à-Marcq	59466	2143	1012
Pont-sur-Sambre	59467	1824	846
Potelle	59468	343	161
Pradelles	59469	290	63
Prémesques	59470	1623	941
Préseau	59471	1622	666
Preux-au-Bois	59472	653	285
Preux-au-Sart	59473	228	74
Prisches	59474	852	436
Prouvy	59475	1678	607
Proville	59476	2690	1821
Provin	59477	3205	1850
Quaëdypre	59478	949	525
Quarouble	59479	2490	1905
Quérénaing	59480	699	244
Quesnoy-sur-Deûle	59482	5437	3038
Quiévelon	59483	119	43
Quiévrechain	59484	3790	1989
Quiévy	59485	1331	839
Râches	59486	1965	1420
Radinghem-en-Weppes	59487	1201	703
Raillencourt-Sainte-Olle	59488	1716	889
Raimbeaucourt	59489	3014	2106
Rainsars	59490	171	25
Raismes	59491	9542	5628
Ramillies	59492	462	192
Ramousies	59493	176	75
Raucourt-au-Bois	59494	113	49
Recquignies	59495	1736	1015
Rejet-de-Beaulieu	59496	173	67
Renescure	59497	1780	664
Reumont	59498	262	42
Rexpoëde	59499	1480	997
Ribécourt-la-Tour	59500	305	90
Rieulay	59501	1023	529
Rieux-en-Cambrésis	59502	1018	570
Robersart	59503	135	33
Roeulx	59504	2623	1633
Rombies-et-Marchipont	59505	565	271
Romeries	59506	350	143
Ronchin	59507	12049	8256
Roncq	59508	10783	7228
Roost-Warendin	59509	4697	2628
Rosult	59511	1516	926
Roubaix	59512	46691	36176
Roucourt	59513	383	92
Rousies	59514	2944	1412
Rouvignies	59515	517	307
Rubrouck	59516	684	328
Ruesnes	59518	346	174
Rumegies	59519	1324	856
Rumilly-en-Cambrésis	59520	1114	430
Sailly-lez-Cambrai	59521	309	122
Sailly-lez-Lannoy	59522	1563	940
Sainghin-en-Mélantois	59523	2177	1519
Sainghin-en-Weppes	59524	4350	2064
Sains-du-Nord	59525	1890	957
Saint-Amand-les-Eaux	59526	12688	7687
Saint-André-lez-Lille	59527	8433	4845
Saint-Aubert	59528	1152	721
Saint-Aubin	59529	279	154
Saint-Aybert	59530	270	91
Saint-Benin	59531	244	91
Sainte-Marie-Cappel	59536	701	360
Saint-Georges-sur-l'Aa	59532	215	104
Saint-Hilaire-lez-Cambrai	59533	1144	383
Saint-Hilaire-sur-Helpe	59534	592	350
Saint-Jans-Cappel	59535	1298	607
Saint-Martin-sur-Ecaillon	59537	411	198
Saint-Momelin	59538	306	137
Saint-Pierre-Brouck	59539	703	338
Saint-Python	59541	776	430
Saint-Remy-Chaussée	59542	375	201
Saint-Remy-du-Nord	59543	862	415
Saint-Saulve	59544	8287	5631
Saint-Souplet	59545	948	559
Saint-Sylvestre-Cappel	59546	939	557
Saint-Vaast-en-Cambrésis	59547	616	338
Saint-Waast	59548	478	96
Salesches	59549	246	105
Salomé	59550	2240	1130
Saméon	59551	1241	826
Sancourt	59552	154	56
Santes	59553	4733	2192
Sars-et-Rosières	59554	462	220
Sars-Poteries	59555	969	506
Sassegnies	59556	214	64
Saultain	59557	1729	1177
Saulzoir	59558	1380	661
Sebourg	59559	1597	818
Seclin	59560	8552	4434
Sémeries	59562	428	131
Semousies	59563	195	82
Sepmeries	59565	512	135
Sequedin	59566	3131	1955
Séranvillers-Forenville	59567	316	101
Sercus	59568	340	116
Sin-le-Noble	59569	10766	7338
Socx	59570	803	403
Solesmes	59571	3174	2122
Solre-le-Château	59572	1354	653
Solrinnes	59573	107	14
Somain	59574	8699	5191
Sommaing	59575	342	141
Spycker	59576	1359	389
Staple	59577	511	245
Steenbecque	59578	1287	503
Steene	59579	1059	404
Steenvoorde	59580	3236	1320
Steenwerck	59581	2768	1852
Strazeele	59582	631	385
Taisnières-en-Thiérache	59583	374	188
Taisnières-sur-Hon	59584	679	286
Templemars	59585	2719	1576
Templeuve-en-Pévèle	59586	5161	2505
Terdeghem	59587	443	213
Téteghem-Coudekerque-Village	59588	7107	3396
Thiant	59589	2075	1060
Thiennes	59590	671	228
Thivencelle	59591	617	217
Thumeries	59592	3149	1699
Thun-l'Evêque	59593	613	168
Thun-Saint-Amand	59594	813	530
Thun-Saint-Martin	59595	394	190
Tilloy-lez-Cambrai	59597	542	154
Tilloy-lez-Marchiennes	59596	455	146
Toufflers	59598	3437	1915
Tourcoing	59599	63728	47554
Tourmignies	59600	669	408
Trélon	59601	1927	959
Tressin	59602	1228	868
Trith-Saint-Léger	59603	4977	2710
Troisvilles	59604	564	194
Uxem	59605	1104	426
Valenciennes	59606	24235	15627
Vendegies-au-Bois	59607	370	149
Vendegies-sur-Ecaillon	59608	820	213
Vendeville	59609	1377	651
Verchain-Maugré	59610	763	430
Verlinghem	59611	1990	967
Vertain	59612	423	81
Vicq	59613	952	676
Viesly	59614	1061	483
Vieux-Berquin	59615	1980	882
Vieux-Condé	59616	7827	4516
Vieux-Mesnil	59617	455	126
Vieux-Reng	59618	558	197
Villeneuve-d'Ascq	59009	39200	26488
Villereau	59619	767	367
Villers-au-Tertre	59620	501	147
Villers-en-Cauchies	59622	887	290
Villers-Guislain	59623	547	242
Villers-Outréaux	59624	1531	611
Villers-Plouich	59625	299	71
Villers-Pol	59626	904	299
Villers-Sire-Nicole	59627	767	269
Volckerinckhove	59628	431	101
Vred	59629	1038	391
Wahagnies	59630	1944	1067
Walincourt-Selvigny	59631	1545	1104
Wallers	59632	4019	2716
Wallers-en-Fagne	59633	243	86
Wallon-Cappel	59634	656	302
Wambaix	59635	281	123
Wambrechies	59636	8283	4864
Wandignies-Hamage	59637	928	337
Wannehain	59638	941	406
Wargnies-le-Grand	59639	813	316
Wargnies-le-Petit	59640	580	214
Warhem	59641	1711	1041
Warlaing	59642	441	228
Warneton	59643	191	85
Wasnes-au-Bac	59645	495	144
Wasquehal	59646	15310	9580
Watten	59647	2023	859
Wattignies	59648	9528	6139
Wattignies-la-Victoire	59649	201	48
Wattrelos	59650	28166	19983
Wavrechain-sous-Denain	59651	1004	439
Wavrechain-sous-Faulx	59652	298	96
Wavrin	59653	5998	3494
Waziers	59654	4975	2512
Wemaers-Cappel	59655	185	36
Wervicq-Sud	59656	3526	2169
West-Cappel	59657	474	219
Wicres	59658	339	196
Wignehies	59659	2101	1106
Willems	59660	2363	980
Willies	59661	97	44
Winnezeele	59662	914	491
Wormhout	59663	4457	2221
Wulverdinghe	59664	257	65
Wylder	59665	211	93
Zegerscappel	59666	1123	669
Zermezeele	59667	162	23
Zuydcoote	59668	1160	426
Zuytpeene	59669	424	187
