code	natl	n0	n1	sex_m	sex_f	age_15	age_60	res_19	res_20	edu_lo	edu_hi	occ_else	occ_empl
59615	NLD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59616	BEL	172.42	172.42	90.48	81.93	138.71	33.7	118.82	53.6	112.37	60.04	57.78	73.68
59616	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59616	ITA	105.37	105.37	67.54	37.83	21.57	83.8	14.71	90.65	95.61	9.76	NA	19.64
59616	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59617	BEL	7.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59617	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59617	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59617	ROU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59618	BEL	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59618	DEU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59618	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59618	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59618	POL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59619	BEL	6.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59619	DEU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59619	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59619	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59619	ROU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59620	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59622	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59622	POL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59623	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59623	PRT	4.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59624	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59624	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59624	PRT	29.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59626	BEL	7.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59626	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59626	NLD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59626	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59626	ROU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59627	BEL	74.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59627	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59627	POL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59628	BEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59629	BEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59629	ITA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59630	BEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59630	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59630	ITA	7.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59630	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59631	BEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59631	DEU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59631	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59631	POL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59631	PRT	9.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59631	ROU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59632	BEL	9.01	9.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59632	ITA	40.18	40.18	21.09	19.09	7.01	33.17	3.99	36.19	NA	NA	NA	NA
59632	Other EU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59632	POL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59632	PRT	7.03	7.03	NA	NA	NA	NA	NA	7.03	7.03	NA	NA	NA
59633	BEL	38.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59633	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59635	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59635	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59636	BEL	32.46	32.46	23.52	8.94	20.82	11.64	18.9	13.57	15.58	16.88	NA	NA
59636	DEU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59636	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59636	ITA	12.93	12.93	8.77	4.17	7.38	5.56	NA	NA	8.99	3.95	NA	NA
59636	NLD	6.8	6.8	NA	NA	NA	6.8	NA	NA	NA	NA	NA	NA
59636	Other EU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59636	POL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59636	PRT	17.27	17.27	10.29	6.97	7.27	10	NA	NA	17.27	NA	NA	NA
59636	ROU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59637	BEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59637	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59637	NLD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59637	POL	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59637	PRT	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59638	BEL	12.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59638	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59638	PRT	4.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59639	BEL	18.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59639	DEU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59639	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59640	BEL	14.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59641	BEL	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59641	NLD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59642	DEU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59642	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59643	BEL	8.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59645	BEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59646	BEL	26.15	26.15	11.34	14.81	NA	NA	NA	NA	13.85	12.3	11.34	NA
59646	DEU	17.74	17.74	NA	NA	17.74	NA	NA	NA	NA	NA	13.56	NA
59646	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59646	ITA	42.4	42.4	27	15.4	18.61	23.79	12.36	30.05	NA	NA	NA	15.02
59646	NLD	10.34	10.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59646	Other EU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59646	POL	16.66	16.66	NA	NA	16.66	NA	16.66	NA	NA	NA	NA	13.04
59646	PRT	86.25	86.25	37.04	49.21	NA	NA	28.48	57.77	NA	NA	28.84	38.69
59646	ROU	14.68	14.68	NA	NA	14.68	NA	14.68	NA	NA	NA	NA	12.84
59647	Other EU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59648	BEL	11.39	11.39	NA	NA	11.39	NA	NA	NA	NA	NA	NA	NA
59648	DEU	27.03	27.03	NA	NA	NA	NA	NA	NA	NA	27.03	NA	NA
59648	ESP	18.49	18.49	NA	NA	18.49	NA	NA	NA	NA	NA	NA	NA
59648	ITA	9.47	9.47	9.47	NA	NA	NA	NA	NA	9.47	NA	NA	NA
59648	NLD	21.83	21.83	NA	NA	21.83	NA	NA	NA	21.83	NA	NA	NA
59648	Other EU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59648	POL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59648	PRT	10.27	10.27	NA	NA	NA	NA	NA	NA	10.27	NA	NA	NA
59648	ROU	14.17	14.17	NA	NA	14.17	NA	14.17	NA	NA	NA	10.01	NA
59649	BEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59649	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59650	BEL	286.85	286.85	105.1	181.75	216.93	69.92	148.11	138.74	246.83	40.02	50.25	163.98
59650	DEU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59650	ESP	78.22	78.22	40.78	37.44	15.76	62.46	NA	NA	NA	NA	NA	12.53
59650	ITA	301.2	301.2	168.49	132.7	114.5	186.7	13.73	287.46	279.9	21.29	42.84	76.56
59650	Other EU	15.98	15.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.36
59650	POL	48.92	48.92	25.79	23.13	33.69	15.24	16.59	32.34	38.95	9.97	12.61	20.98
59650	PRT	427.32	427.32	226.9	200.42	222.83	204.48	32.72	394.6	415.64	11.67	57.15	198.7
59651	BEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59651	ITA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59651	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59651	ROU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59653	BEL	10.93	10.93	4.97	5.96	NA	NA	NA	NA	NA	NA	NA	NA
59653	BGR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59653	DEU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59653	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59653	ITA	5	5	NA	NA	NA	NA	NA	5	5	NA	NA	NA
59653	PRT	10.98	10.98	4.98	6	3.98	7	NA	NA	NA	NA	NA	NA
59654	BEL	5.95	5.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59654	ESP	3.91	3.91	NA	NA	3.91	NA	3.91	NA	NA	NA	NA	NA
59654	ITA	25.2	25.2	14.08	11.12	NA	NA	NA	NA	NA	NA	NA	NA
59654	POL	4.04	4.04	NA	NA	NA	4.04	NA	4.04	4.04	NA	NA	NA
59654	PRT	3.97	3.97	NA	NA	NA	NA	NA	3.97	3.97	NA	NA	NA
59654	ROU	4.92	4.92	NA	NA	NA	NA	4.92	NA	4.92	NA	NA	NA
59655	BEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59656	BEL	40	40	14	26	27	13	13	27	30	10	NA	NA
59656	ESP	40	40	14	26	20	20	4	36	36	4	NA	NA
59656	ITA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59656	NLD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59656	POL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59656	PRT	160	160	87	73	73	87	13	147	152	8	NA	45
59657	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59658	BEL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59658	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59658	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59659	BEL	7.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59659	DEU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59659	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59660	BEL	10.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59660	DEU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59660	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59660	NLD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59660	Other EU	4.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59660	PRT	13.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59660	ROU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59661	BEL	5.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59662	BEL	7.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59662	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59663	BEL	9.13	9.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59663	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59663	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59663	NLD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59663	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59663	ROU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59664	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59666	BEL	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59666	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59668	BEL	11.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59668	DEU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59668	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59670	BEL	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59670	ESP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59670	ITA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59670	Other EU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
59670	PRT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
